,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1
2250,1,0,7.0,9.0,9.0,6.0,4.0,,,,,
2251,1,0,7.0,9.0,9.0,6.0,4.0,,,,,
2252,1,1,7.0,9.0,9.0,6.0,4.0,,,,,
2255,1,0,7.0,9.0,9.0,6.0,4.0,,,,,
2256,1,0,7.0,9.0,9.0,6.0,4.0,,,,,
2257,1,0,7.0,9.0,9.0,6.0,4.0,,,,,
2260,1,0,7.0,9.0,9.0,6.0,4.0,,,,,
2261,1,0,7.0,9.0,9.0,6.0,4.0,,,,,
2264,1,0,8.0,6.0,9.0,7.0,2.0,,,,,
2265,1,0,8.0,6.0,9.0,7.0,2.0,,,,,
2266,1,0,8.0,6.0,9.0,7.0,2.0,,,,,
2267,1,0,8.0,6.0,9.0,7.0,2.0,,,,,
2268,1,0,8.0,6.0,9.0,7.0,2.0,,,,,
2271,1,0,8.0,6.0,9.0,7.0,2.0,,,,,
2272,1,1,8.0,6.0,9.0,7.0,2.0,,,,,
2273,1,0,8.0,6.0,9.0,7.0,2.0,,,,,
2276,1,0,8.0,6.0,9.0,7.0,2.0,,,,,
2277,1,0,8.0,6.0,9.0,7.0,2.0,,,,,
2296,1,1,6.0,7.0,7.0,7.0,5.0,,,,,
2297,1,0,6.0,7.0,7.0,7.0,5.0,,,,,
2298,1,0,6.0,7.0,7.0,7.0,5.0,,,,,
2299,1,0,6.0,7.0,7.0,7.0,5.0,,,,,
2300,1,0,6.0,7.0,7.0,7.0,5.0,,,,,
2303,1,0,6.0,7.0,7.0,7.0,5.0,,,,,
2304,1,1,6.0,7.0,7.0,7.0,5.0,,,,,
2305,1,0,6.0,7.0,7.0,7.0,5.0,,,,,
2308,1,0,6.0,7.0,7.0,7.0,5.0,,,,,
2309,1,0,6.0,7.0,7.0,7.0,5.0,,,,,
2317,1,0,5.0,5.0,5.0,5.0,5.0,,,,,
2318,1,0,5.0,5.0,5.0,5.0,5.0,,,,,
2322,1,0,5.0,5.0,5.0,5.0,5.0,,,,,
2323,1,0,5.0,5.0,5.0,5.0,5.0,,,,,
2327,1,0,5.0,5.0,5.0,5.0,5.0,,,,,
2328,1,1,7.0,9.0,8.0,7.0,7.0,,,,,
2329,1,0,7.0,9.0,8.0,7.0,7.0,,,,,
2330,1,0,7.0,9.0,8.0,7.0,7.0,,,,,
2331,1,0,7.0,9.0,8.0,7.0,7.0,,,,,
2332,1,0,7.0,9.0,8.0,7.0,7.0,,,,,
2335,1,0,7.0,9.0,8.0,7.0,7.0,,,,,
2336,1,0,7.0,9.0,8.0,7.0,7.0,,,,,
2337,1,0,7.0,9.0,8.0,7.0,7.0,,,,,
2340,1,1,7.0,9.0,8.0,7.0,7.0,,,,,
2341,1,0,7.0,9.0,8.0,7.0,7.0,,,,,
2349,1,0,7.0,8.0,9.0,6.0,8.0,,,,,
2350,1,0,7.0,8.0,9.0,6.0,8.0,,,,,
2354,1,0,7.0,8.0,9.0,6.0,8.0,,,,,
2355,1,0,7.0,8.0,9.0,6.0,8.0,,,,,
2359,1,0,7.0,8.0,9.0,6.0,8.0,,,,,
2360,1,1,10.0,10.0,10.0,10.0,10.0,,,,,
2361,1,0,10.0,10.0,10.0,10.0,10.0,,,,,
2362,1,0,10.0,10.0,10.0,10.0,10.0,,,,,
2363,1,0,10.0,10.0,10.0,10.0,10.0,,,,,
2364,1,0,10.0,10.0,10.0,10.0,10.0,,,,,
2367,1,1,10.0,10.0,10.0,10.0,10.0,,,,,
2368,1,0,10.0,10.0,10.0,10.0,10.0,,,,,
2369,1,0,10.0,10.0,10.0,10.0,10.0,,,,,
2372,1,1,10.0,10.0,10.0,10.0,10.0,,,,,
2373,1,0,10.0,10.0,10.0,10.0,10.0,,,,,
2376,1,1,5.0,6.0,8.0,9.0,9.0,,,,,
2377,1,0,5.0,6.0,8.0,9.0,9.0,,,,,
2378,1,0,5.0,6.0,8.0,9.0,9.0,,,,,
2379,1,0,5.0,6.0,8.0,9.0,9.0,,,,,
2380,1,0,5.0,6.0,8.0,9.0,9.0,,,,,
2383,1,1,5.0,6.0,8.0,9.0,9.0,,,,,
2384,1,0,5.0,6.0,8.0,9.0,9.0,,,,,
2385,1,0,5.0,6.0,8.0,9.0,9.0,,,,,
2388,1,1,5.0,6.0,8.0,9.0,9.0,,,,,
2389,1,0,5.0,6.0,8.0,9.0,9.0,,,,,
2392,1,1,7.0,9.0,9.0,9.0,9.0,,,,,
2393,1,0,7.0,9.0,9.0,9.0,9.0,,,,,
2394,1,0,7.0,9.0,9.0,9.0,9.0,,,,,
2395,1,0,7.0,9.0,9.0,9.0,9.0,,,,,
2396,1,0,7.0,9.0,9.0,9.0,9.0,,,,,
2399,1,1,7.0,9.0,9.0,9.0,9.0,,,,,
2400,1,0,7.0,9.0,9.0,9.0,9.0,,,,,
2401,1,1,7.0,9.0,9.0,9.0,9.0,,,,,
2404,1,1,7.0,9.0,9.0,9.0,9.0,,,,,
2405,1,0,7.0,9.0,9.0,9.0,9.0,,,,,
2409,0,0,9.0,10.0,8.0,8.0,6.0,,,,,
2410,0,0,9.0,10.0,8.0,8.0,6.0,,,,,
2417,0,0,9.0,10.0,8.0,8.0,6.0,,,,,
2423,0,0,7.0,10.0,8.0,8.0,9.0,,,,,
2429,0,0,6.0,9.0,8.0,7.0,6.0,,,,,
2430,0,1,6.0,9.0,8.0,7.0,6.0,,,,,
2437,0,0,6.0,9.0,8.0,7.0,6.0,,,,,
2438,0,0,9.0,9.0,9.0,8.0,9.0,,,,,
2441,0,0,9.0,9.0,9.0,8.0,9.0,,,,,
2442,0,0,9.0,9.0,9.0,8.0,9.0,,,,,
2444,0,0,9.0,9.0,9.0,8.0,9.0,,,,,
2445,0,0,9.0,9.0,9.0,8.0,9.0,,,,,
2446,0,0,9.0,9.0,9.0,8.0,9.0,,,,,
2449,0,0,9.0,9.0,8.0,7.0,7.0,,,,,
2450,0,1,9.0,9.0,8.0,7.0,7.0,,,,,
2457,0,0,9.0,9.0,8.0,7.0,7.0,,,,,
2469,0,0,9.0,9.0,9.0,10.0,9.0,,,,,
2470,0,0,9.0,9.0,9.0,10.0,9.0,,,,,
2477,0,0,9.0,9.0,9.0,10.0,9.0,,,,,
2498,0,1,9.0,7.0,9.0,9.0,7.0,,,,,
2501,0,0,9.0,7.0,9.0,9.0,7.0,,,,,
2502,0,0,9.0,7.0,9.0,9.0,7.0,,,,,
2504,0,0,9.0,7.0,9.0,9.0,7.0,,,,,
2505,0,0,9.0,7.0,9.0,9.0,7.0,,,,,
2506,0,0,9.0,7.0,9.0,9.0,7.0,,,,,
2511,1,0,6.0,10.0,9.0,7.0,5.0,,,,,
2517,1,1,6.0,10.0,9.0,7.0,5.0,,,,,
2518,1,0,10.0,10.0,8.0,7.0,8.0,,,,,
2520,1,0,10.0,10.0,8.0,7.0,8.0,,,,,
2522,1,0,10.0,10.0,8.0,7.0,8.0,,,,,
2524,1,0,10.0,10.0,8.0,7.0,8.0,,,,,
2528,1,0,4.0,8.0,7.0,4.0,6.0,,,,,
2530,1,1,4.0,8.0,7.0,4.0,6.0,,,,,
2532,1,1,4.0,8.0,7.0,4.0,6.0,,,,,
2534,1,0,4.0,8.0,7.0,4.0,6.0,,,,,
2541,1,0,8.0,9.0,10.0,7.0,7.0,,,,,
2547,1,0,8.0,9.0,10.0,7.0,7.0,,,,,
2551,1,0,7.0,5.0,10.0,7.0,10.0,,,,,
2557,1,0,7.0,5.0,10.0,7.0,10.0,,,,,
2559,1,0,8.0,8.0,8.0,8.0,9.0,,,,,
2571,1,0,7.0,7.0,7.0,7.0,7.0,,,,,
2577,1,0,7.0,7.0,7.0,7.0,7.0,,,,,
2581,1,0,7.0,7.0,7.0,6.0,8.0,,,,,
2587,1,0,7.0,7.0,7.0,6.0,8.0,,,,,
2591,1,0,7.0,10.0,9.0,9.0,10.0,,,,,
2597,1,0,7.0,10.0,9.0,9.0,10.0,,,,,
2598,1,0,7.0,9.0,10.0,5.0,7.0,,,,,
2600,1,0,7.0,9.0,10.0,5.0,7.0,,,,,
2602,1,0,7.0,9.0,10.0,5.0,7.0,,,,,
2604,1,0,7.0,9.0,10.0,5.0,7.0,,,,,
2608,0,0,9.0,10.0,10.0,8.0,10.0,,,,,
2610,0,0,9.0,10.0,10.0,8.0,10.0,,,,,
2611,0,0,9.0,10.0,10.0,8.0,10.0,,,,,
2612,0,0,9.0,10.0,10.0,8.0,10.0,,,,,
2613,0,0,9.0,10.0,10.0,8.0,10.0,,,,,
2616,0,0,9.0,10.0,10.0,8.0,10.0,,,,,
2617,0,0,9.0,10.0,10.0,8.0,10.0,,,,,
2618,0,0,9.0,10.0,10.0,8.0,10.0,,,,,
2620,0,0,9.0,10.0,10.0,8.0,10.0,,,,,
2621,0,0,9.0,10.0,10.0,8.0,10.0,,,,,
2623,0,0,9.0,10.0,10.0,8.0,10.0,,,,,
2624,0,0,9.0,10.0,10.0,8.0,10.0,,,,,
2626,0,0,9.0,10.0,10.0,8.0,10.0,,,,,
2628,0,0,9.0,8.0,10.0,10.0,8.0,,,,,
2630,0,0,9.0,8.0,10.0,10.0,8.0,,,,,
2631,0,1,9.0,8.0,10.0,10.0,8.0,,,,,
2632,0,0,9.0,8.0,10.0,10.0,8.0,,,,,
2633,0,0,9.0,8.0,10.0,10.0,8.0,,,,,
2636,0,0,9.0,8.0,10.0,10.0,8.0,,,,,
2637,0,0,9.0,8.0,10.0,10.0,8.0,,,,,
2638,0,0,9.0,8.0,10.0,10.0,8.0,,,,,
2640,0,0,9.0,8.0,10.0,10.0,8.0,,,,,
2641,0,0,9.0,8.0,10.0,10.0,8.0,,,,,
2643,0,1,9.0,8.0,10.0,10.0,8.0,,,,,
2644,0,0,9.0,8.0,10.0,10.0,8.0,,,,,
2646,0,0,9.0,8.0,10.0,10.0,8.0,,,,,
2649,0,0,9.0,9.0,9.0,9.0,9.0,,,,,
2655,0,0,9.0,9.0,9.0,9.0,9.0,,,,,
2662,0,0,9.0,9.0,9.0,9.0,9.0,,,,,
2667,0,0,9.0,9.0,9.0,9.0,9.0,,,,,
2674,0,0,7.0,8.0,9.0,9.0,7.0,,,,,
2689,0,0,7.0,9.0,9.0,7.0,7.0,,,,,
2695,0,0,7.0,9.0,9.0,7.0,7.0,,,,,
2702,0,0,7.0,9.0,9.0,7.0,7.0,,,,,
2707,0,0,7.0,9.0,9.0,7.0,7.0,,,,,
2708,0,0,9.0,7.0,9.0,7.0,9.0,,,,,
2710,0,0,9.0,7.0,9.0,7.0,9.0,,,,,
2711,0,1,9.0,7.0,9.0,7.0,9.0,,,,,
2712,0,0,9.0,7.0,9.0,7.0,9.0,,,,,
2713,0,1,9.0,7.0,9.0,7.0,9.0,,,,,
2716,0,0,9.0,7.0,9.0,7.0,9.0,,,,,
2717,0,0,9.0,7.0,9.0,7.0,9.0,,,,,
2718,0,0,9.0,7.0,9.0,7.0,9.0,,,,,
2720,0,1,9.0,7.0,9.0,7.0,9.0,,,,,
2721,0,0,9.0,7.0,9.0,7.0,9.0,,,,,
2723,0,0,9.0,7.0,9.0,7.0,9.0,,,,,
2724,0,0,9.0,7.0,9.0,7.0,9.0,,,,,
2726,0,0,9.0,7.0,9.0,7.0,9.0,,,,,
2728,0,0,8.0,10.0,8.0,8.0,8.0,,,,,
2730,0,0,8.0,10.0,8.0,8.0,8.0,,,,,
2731,0,1,8.0,10.0,8.0,8.0,8.0,,,,,
2732,0,0,8.0,10.0,8.0,8.0,8.0,,,,,
2733,0,0,8.0,10.0,8.0,8.0,8.0,,,,,
2736,0,0,8.0,10.0,8.0,8.0,8.0,,,,,
2737,0,0,8.0,10.0,8.0,8.0,8.0,,,,,
2738,0,1,8.0,10.0,8.0,8.0,8.0,,,,,
2740,0,0,8.0,10.0,8.0,8.0,8.0,,,,,
2741,0,0,8.0,10.0,8.0,8.0,8.0,,,,,
2743,0,1,8.0,10.0,8.0,8.0,8.0,,,,,
2744,0,0,8.0,10.0,8.0,8.0,8.0,,,,,
2746,0,0,8.0,10.0,8.0,8.0,8.0,,,,,
2748,0,0,7.0,8.0,9.0,9.0,8.0,,,,,
2750,0,0,7.0,8.0,9.0,9.0,8.0,,,,,
2751,0,0,7.0,8.0,9.0,9.0,8.0,,,,,
2752,0,0,7.0,8.0,9.0,9.0,8.0,,,,,
2753,0,0,7.0,8.0,9.0,9.0,8.0,,,,,
2756,0,0,7.0,8.0,9.0,9.0,8.0,,,,,
2757,0,0,7.0,8.0,9.0,9.0,8.0,,,,,
2758,0,0,7.0,8.0,9.0,9.0,8.0,,,,,
2760,0,0,7.0,8.0,9.0,9.0,8.0,,,,,
2761,0,0,7.0,8.0,9.0,9.0,8.0,,,,,
2763,0,0,7.0,8.0,9.0,9.0,8.0,,,,,
2764,0,1,7.0,8.0,9.0,9.0,8.0,,,,,
2766,0,0,7.0,8.0,9.0,9.0,8.0,,,,,
2768,0,0,7.0,10.0,10.0,9.0,8.0,,,,,
2770,0,0,7.0,10.0,10.0,9.0,8.0,,,,,
2771,0,1,7.0,10.0,10.0,9.0,8.0,,,,,
2772,0,0,7.0,10.0,10.0,9.0,8.0,,,,,
2773,0,0,7.0,10.0,10.0,9.0,8.0,,,,,
2776,0,0,7.0,10.0,10.0,9.0,8.0,,,,,
2777,0,0,7.0,10.0,10.0,9.0,8.0,,,,,
2778,0,0,7.0,10.0,10.0,9.0,8.0,,,,,
2780,0,0,7.0,10.0,10.0,9.0,8.0,,,,,
2781,0,0,7.0,10.0,10.0,9.0,8.0,,,,,
2783,0,0,7.0,10.0,10.0,9.0,8.0,,,,,
2784,0,0,7.0,10.0,10.0,9.0,8.0,,,,,
2786,0,0,7.0,10.0,10.0,9.0,8.0,,,,,
2788,0,0,9.0,8.0,10.0,9.0,7.0,,,,,
2790,0,0,9.0,8.0,10.0,9.0,7.0,,,,,
2791,0,0,9.0,8.0,10.0,9.0,7.0,,,,,
2792,0,0,9.0,8.0,10.0,9.0,7.0,,,,,
2793,0,0,9.0,8.0,10.0,9.0,7.0,,,,,
2796,0,0,9.0,8.0,10.0,9.0,7.0,,,,,
2797,0,0,9.0,8.0,10.0,9.0,7.0,,,,,
2798,0,0,9.0,8.0,10.0,9.0,7.0,,,,,
2800,0,0,9.0,8.0,10.0,9.0,7.0,,,,,
2801,0,0,9.0,8.0,10.0,9.0,7.0,,,,,
2803,0,0,9.0,8.0,10.0,9.0,7.0,,,,,
2804,0,0,9.0,8.0,10.0,9.0,7.0,,,,,
2806,0,0,9.0,8.0,10.0,9.0,7.0,,,,,
2808,0,0,9.0,5.0,10.0,9.0,10.0,,,,,
2810,0,0,9.0,5.0,10.0,9.0,10.0,,,,,
2811,0,0,9.0,5.0,10.0,9.0,10.0,,,,,
2812,0,0,9.0,5.0,10.0,9.0,10.0,,,,,
2813,0,0,9.0,5.0,10.0,9.0,10.0,,,,,
2816,0,0,9.0,5.0,10.0,9.0,10.0,,,,,
2817,0,0,9.0,5.0,10.0,9.0,10.0,,,,,
2818,0,0,9.0,5.0,10.0,9.0,10.0,,,,,
2820,0,0,9.0,5.0,10.0,9.0,10.0,,,,,
2821,0,0,9.0,5.0,10.0,9.0,10.0,,,,,
2823,0,0,9.0,5.0,10.0,9.0,10.0,,,,,
2824,0,0,9.0,5.0,10.0,9.0,10.0,,,,,
2826,0,0,9.0,5.0,10.0,9.0,10.0,,,,,
2828,0,0,7.0,8.0,10.0,9.0,5.0,,,,,
2830,0,0,7.0,8.0,10.0,9.0,5.0,,,,,
2831,0,0,7.0,8.0,10.0,9.0,5.0,,,,,
2832,0,0,7.0,8.0,10.0,9.0,5.0,,,,,
2833,0,0,7.0,8.0,10.0,9.0,5.0,,,,,
2836,0,0,7.0,8.0,10.0,9.0,5.0,,,,,
2837,0,0,7.0,8.0,10.0,9.0,5.0,,,,,
2838,0,0,7.0,8.0,10.0,9.0,5.0,,,,,
2840,0,0,7.0,8.0,10.0,9.0,5.0,,,,,
2841,0,0,7.0,8.0,10.0,9.0,5.0,,,,,
2843,0,0,7.0,8.0,10.0,9.0,5.0,,,,,
2844,0,0,7.0,8.0,10.0,9.0,5.0,,,,,
2846,0,0,7.0,8.0,10.0,9.0,5.0,,,,,
2868,0,0,8.0,8.0,8.0,10.0,9.0,,,,,
2870,0,0,8.0,8.0,8.0,10.0,9.0,,,,,
2871,0,0,8.0,8.0,8.0,10.0,9.0,,,,,
2872,0,0,8.0,8.0,8.0,10.0,9.0,,,,,
2873,0,1,8.0,8.0,8.0,10.0,9.0,,,,,
2876,0,0,8.0,8.0,8.0,10.0,9.0,,,,,
2877,0,0,8.0,8.0,8.0,10.0,9.0,,,,,
2878,0,0,8.0,8.0,8.0,10.0,9.0,,,,,
2880,0,1,8.0,8.0,8.0,10.0,9.0,,,,,
2881,0,1,8.0,8.0,8.0,10.0,9.0,,,,,
2883,0,0,8.0,8.0,8.0,10.0,9.0,,,,,
2884,0,0,8.0,8.0,8.0,10.0,9.0,,,,,
2886,0,0,8.0,8.0,8.0,10.0,9.0,,,,,
2928,0,1,8.0,8.0,9.0,6.0,9.0,,,,,
2930,0,0,8.0,8.0,9.0,6.0,9.0,,,,,
2931,0,0,8.0,8.0,9.0,6.0,9.0,,,,,
2932,0,0,8.0,8.0,9.0,6.0,9.0,,,,,
2933,0,0,8.0,8.0,9.0,6.0,9.0,,,,,
2936,0,0,8.0,8.0,9.0,6.0,9.0,,,,,
2937,0,0,8.0,8.0,9.0,6.0,9.0,,,,,
2938,0,0,8.0,8.0,9.0,6.0,9.0,,,,,
2940,0,0,8.0,8.0,9.0,6.0,9.0,,,,,
2941,0,0,8.0,8.0,9.0,6.0,9.0,,,,,
2943,0,1,8.0,8.0,9.0,6.0,9.0,,,,,
2944,0,0,8.0,8.0,9.0,6.0,9.0,,,,,
2946,0,0,8.0,8.0,9.0,6.0,9.0,,,,,
2948,0,0,7.0,9.0,9.0,9.0,9.0,,,,,
2950,0,0,7.0,9.0,9.0,9.0,9.0,,,,,
2951,0,0,7.0,9.0,9.0,9.0,9.0,,,,,
2952,0,0,7.0,9.0,9.0,9.0,9.0,,,,,
2953,0,1,7.0,9.0,9.0,9.0,9.0,,,,,
2956,0,0,7.0,9.0,9.0,9.0,9.0,,,,,
2957,0,0,7.0,9.0,9.0,9.0,9.0,,,,,
2958,0,0,7.0,9.0,9.0,9.0,9.0,,,,,
2960,0,0,7.0,9.0,9.0,9.0,9.0,,,,,
2961,0,0,7.0,9.0,9.0,9.0,9.0,,,,,
2963,0,0,7.0,9.0,9.0,9.0,9.0,,,,,
2964,0,1,7.0,9.0,9.0,9.0,9.0,,,,,
2966,0,0,7.0,9.0,9.0,9.0,9.0,,,,,
2979,0,0,7.0,9.0,8.0,7.0,9.0,,,,,
2985,0,1,7.0,9.0,8.0,7.0,9.0,,,,,
2999,0,0,8.0,10.0,9.0,9.0,9.0,,,,,
3005,0,0,8.0,10.0,9.0,9.0,9.0,,,,,
3008,1,0,8.0,10.0,9.0,10.0,8.0,,,,,
3009,1,0,8.0,10.0,9.0,10.0,8.0,,,,,
3013,1,0,8.0,10.0,9.0,10.0,8.0,,,,,
3014,1,0,8.0,10.0,9.0,10.0,8.0,,,,,
3015,1,0,8.0,10.0,9.0,10.0,8.0,,,,,
3016,1,0,8.0,10.0,9.0,10.0,8.0,,,,,
3017,1,0,8.0,10.0,9.0,10.0,8.0,,,,,
3018,1,0,8.0,10.0,9.0,10.0,8.0,,,,,
3019,1,0,8.0,10.0,9.0,10.0,8.0,,,,,
3021,1,0,8.0,10.0,9.0,10.0,8.0,,,,,
3024,1,1,8.0,10.0,9.0,10.0,8.0,,,,,
3025,1,0,8.0,10.0,9.0,10.0,8.0,,,,,
3030,1,0,7.0,8.0,9.0,9.0,9.0,,,,,
3032,1,0,7.0,8.0,9.0,9.0,9.0,,,,,
3048,1,0,5.0,10.0,9.0,9.0,10.0,,,,,
3049,1,0,5.0,10.0,9.0,9.0,10.0,,,,,
3053,1,0,5.0,10.0,9.0,9.0,10.0,,,,,
3054,1,0,5.0,10.0,9.0,9.0,10.0,,,,,
3055,1,0,5.0,10.0,9.0,9.0,10.0,,,,,
3056,1,0,5.0,10.0,9.0,9.0,10.0,,,,,
3057,1,0,5.0,10.0,9.0,9.0,10.0,,,,,
3058,1,0,5.0,10.0,9.0,9.0,10.0,,,,,
3059,1,0,5.0,10.0,9.0,9.0,10.0,,,,,
3061,1,0,5.0,10.0,9.0,9.0,10.0,,,,,
3064,1,0,5.0,10.0,9.0,9.0,10.0,,,,,
3065,1,0,5.0,10.0,9.0,9.0,10.0,,,,,
3068,1,0,7.0,10.0,10.0,7.0,10.0,,,,,
3069,1,1,7.0,10.0,10.0,7.0,10.0,,,,,
3073,1,1,7.0,10.0,10.0,7.0,10.0,,,,,
3074,1,1,7.0,10.0,10.0,7.0,10.0,,,,,
3075,1,0,7.0,10.0,10.0,7.0,10.0,,,,,
3076,1,1,7.0,10.0,10.0,7.0,10.0,,,,,
3077,1,0,7.0,10.0,10.0,7.0,10.0,,,,,
3078,1,0,7.0,10.0,10.0,7.0,10.0,,,,,
3079,1,0,7.0,10.0,10.0,7.0,10.0,,,,,
3081,1,0,7.0,10.0,10.0,7.0,10.0,,,,,
3084,1,0,7.0,10.0,10.0,7.0,10.0,,,,,
3085,1,0,7.0,10.0,10.0,7.0,10.0,,,,,
3088,1,0,7.0,6.0,10.0,3.0,10.0,,,,,
3089,1,0,7.0,6.0,10.0,3.0,10.0,,,,,
3093,1,0,7.0,6.0,10.0,3.0,10.0,,,,,
3094,1,0,7.0,6.0,10.0,3.0,10.0,,,,,
3095,1,0,7.0,6.0,10.0,3.0,10.0,,,,,
3096,1,0,7.0,6.0,10.0,3.0,10.0,,,,,
3097,1,0,7.0,6.0,10.0,3.0,10.0,,,,,
3098,1,0,7.0,6.0,10.0,3.0,10.0,,,,,
3099,1,0,7.0,6.0,10.0,3.0,10.0,,,,,
3101,1,0,7.0,6.0,10.0,3.0,10.0,,,,,
3104,1,0,7.0,6.0,10.0,3.0,10.0,,,,,
3105,1,0,7.0,6.0,10.0,3.0,10.0,,,,,
3108,1,0,7.0,7.0,9.0,6.0,6.0,,,,,
3109,1,0,7.0,7.0,9.0,6.0,6.0,,,,,
3113,1,1,7.0,7.0,9.0,6.0,6.0,,,,,
3114,1,0,7.0,7.0,9.0,6.0,6.0,,,,,
3115,1,0,7.0,7.0,9.0,6.0,6.0,,,,,
3116,1,0,7.0,7.0,9.0,6.0,6.0,,,,,
3117,1,0,7.0,7.0,9.0,6.0,6.0,,,,,
3118,1,0,7.0,7.0,9.0,6.0,6.0,,,,,
3119,1,0,7.0,7.0,9.0,6.0,6.0,,,,,
3121,1,1,7.0,7.0,9.0,6.0,6.0,,,,,
3124,1,0,7.0,7.0,9.0,6.0,6.0,,,,,
3125,1,1,7.0,7.0,9.0,6.0,6.0,,,,,
3131,1,0,10.0,10.0,10.0,10.0,10.0,,,,,
3150,1,0,7.0,9.0,9.0,7.0,9.0,,,,,
3152,1,0,7.0,9.0,9.0,7.0,9.0,,,,,
3168,1,0,4.0,9.0,9.0,7.0,4.0,,,,,
3169,1,0,4.0,9.0,9.0,7.0,4.0,,,,,
3173,1,0,4.0,9.0,9.0,7.0,4.0,,,,,
3174,1,0,4.0,9.0,9.0,7.0,4.0,,,,,
3175,1,0,4.0,9.0,9.0,7.0,4.0,,,,,
3176,1,0,4.0,9.0,9.0,7.0,4.0,,,,,
3177,1,0,4.0,9.0,9.0,7.0,4.0,,,,,
3178,1,0,4.0,9.0,9.0,7.0,4.0,,,,,
3179,1,0,4.0,9.0,9.0,7.0,4.0,,,,,
3181,1,0,4.0,9.0,9.0,7.0,4.0,,,,,
3184,1,0,4.0,9.0,9.0,7.0,4.0,,,,,
3185,1,0,4.0,9.0,9.0,7.0,4.0,,,,,
3188,1,0,7.0,8.0,9.0,7.0,6.0,,,,,
3189,1,0,7.0,8.0,9.0,7.0,6.0,,,,,
3193,1,0,7.0,8.0,9.0,7.0,6.0,,,,,
3194,1,0,7.0,8.0,9.0,7.0,6.0,,,,,
3195,1,0,7.0,8.0,9.0,7.0,6.0,,,,,
3196,1,0,7.0,8.0,9.0,7.0,6.0,,,,,
3197,1,0,7.0,8.0,9.0,7.0,6.0,,,,,
3198,1,0,7.0,8.0,9.0,7.0,6.0,,,,,
3199,1,0,7.0,8.0,9.0,7.0,6.0,,,,,
3201,1,0,7.0,8.0,9.0,7.0,6.0,,,,,
3204,1,0,7.0,8.0,9.0,7.0,6.0,,,,,
3205,1,0,7.0,8.0,9.0,7.0,6.0,,,,,
3208,1,0,8.0,10.0,8.0,8.0,8.0,,,,,
3209,1,0,8.0,10.0,8.0,8.0,8.0,,,,,
3213,1,0,8.0,10.0,8.0,8.0,8.0,,,,,
3214,1,1,8.0,10.0,8.0,8.0,8.0,,,,,
3215,1,0,8.0,10.0,8.0,8.0,8.0,,,,,
3216,1,0,8.0,10.0,8.0,8.0,8.0,,,,,
3217,1,0,8.0,10.0,8.0,8.0,8.0,,,,,
3218,1,0,8.0,10.0,8.0,8.0,8.0,,,,,
3219,1,0,8.0,10.0,8.0,8.0,8.0,,,,,
3221,1,0,8.0,10.0,8.0,8.0,8.0,,,,,
3224,1,0,8.0,10.0,8.0,8.0,8.0,,,,,
3225,1,0,8.0,10.0,8.0,8.0,8.0,,,,,
3246,1,0,5.0,9.0,6.0,7.0,7.0,,,,,
3247,1,0,5.0,9.0,6.0,7.0,7.0,,,,,
3248,1,0,10.0,10.0,10.0,10.0,10.0,,,,,
3249,1,0,10.0,10.0,10.0,10.0,10.0,,,,,
3253,1,1,10.0,10.0,10.0,10.0,10.0,,,,,
3254,1,0,10.0,10.0,10.0,10.0,10.0,,,,,
3255,1,0,10.0,10.0,10.0,10.0,10.0,,,,,
3256,1,0,10.0,10.0,10.0,10.0,10.0,,,,,
3257,1,0,10.0,10.0,10.0,10.0,10.0,,,,,
3258,1,0,10.0,10.0,10.0,10.0,10.0,,,,,
3259,1,0,10.0,10.0,10.0,10.0,10.0,,,,,
3261,1,1,10.0,10.0,10.0,10.0,10.0,,,,,
3264,1,0,10.0,10.0,10.0,10.0,10.0,,,,,
3265,1,0,10.0,10.0,10.0,10.0,10.0,,,,,
3268,1,0,7.0,10.0,10.0,8.0,10.0,,,,,
3269,1,0,7.0,10.0,10.0,8.0,10.0,,,,,
3273,1,0,7.0,10.0,10.0,8.0,10.0,,,,,
3274,1,0,7.0,10.0,10.0,8.0,10.0,,,,,
3275,1,0,7.0,10.0,10.0,8.0,10.0,,,,,
3276,1,0,7.0,10.0,10.0,8.0,10.0,,,,,
3277,1,0,7.0,10.0,10.0,8.0,10.0,,,,,
3278,1,0,7.0,10.0,10.0,8.0,10.0,,,,,
3279,1,0,7.0,10.0,10.0,8.0,10.0,,,,,
3281,1,1,7.0,10.0,10.0,8.0,10.0,,,,,
3284,1,0,7.0,10.0,10.0,8.0,10.0,,,,,
3285,1,0,7.0,10.0,10.0,8.0,10.0,,,,,
3290,1,0,5.0,8.0,7.0,4.0,8.0,,,,,
3292,1,0,5.0,8.0,7.0,4.0,8.0,,,,,
3308,1,0,8.0,7.0,10.0,5.0,10.0,,,,,
3309,1,1,8.0,7.0,10.0,5.0,10.0,,,,,
3313,1,0,8.0,7.0,10.0,5.0,10.0,,,,,
3314,1,1,8.0,7.0,10.0,5.0,10.0,,,,,
3315,1,0,8.0,7.0,10.0,5.0,10.0,,,,,
3316,1,0,8.0,7.0,10.0,5.0,10.0,,,,,
3317,1,0,8.0,7.0,10.0,5.0,10.0,,,,,
3318,1,0,8.0,7.0,10.0,5.0,10.0,,,,,
3319,1,0,8.0,7.0,10.0,5.0,10.0,,,,,
