,iid,pid,wave,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,group
3752,260,287.0,11,0,0,6.0,9.0,9.0,7.0,6.0,35.0,40.0,5.0,5.0,7.0,2
3754,260,289.0,11,0,0,6.0,9.0,9.0,7.0,6.0,20.0,30.0,10.0,20.0,0.0,2
3756,260,291.0,11,0,1,6.0,9.0,9.0,7.0,6.0,20.0,20.0,15.0,15.0,12.0,2
3769,261,283.0,11,0,0,5.0,8.0,7.0,7.0,8.0,50.0,10.0,10.0,10.0,10.0,2
3773,261,287.0,11,0,0,5.0,8.0,7.0,7.0,8.0,35.0,40.0,5.0,5.0,7.0,2
3775,261,289.0,11,0,0,5.0,8.0,7.0,7.0,8.0,20.0,30.0,10.0,20.0,0.0,2
3777,261,291.0,11,0,1,5.0,8.0,7.0,7.0,8.0,20.0,20.0,15.0,15.0,12.0,2
3780,262,273.0,11,0,0,6.0,10.0,9.0,5.0,3.0,30.0,25.0,18.0,18.0,4.0,2
3782,262,275.0,11,0,0,6.0,10.0,9.0,5.0,3.0,25.0,10.0,25.0,5.0,10.0,2
3783,262,276.0,11,0,0,6.0,10.0,9.0,5.0,3.0,24.0,16.0,28.0,14.0,8.0,2
3784,262,277.0,11,0,0,6.0,10.0,9.0,5.0,3.0,60.0,20.0,0.0,20.0,0.0,2
3785,262,278.0,11,0,0,6.0,10.0,9.0,5.0,3.0,25.0,15.0,20.0,25.0,10.0,2
3786,262,279.0,11,0,0,6.0,10.0,9.0,5.0,3.0,27.0,15.0,28.0,10.0,10.0,2
3787,262,280.0,11,0,0,6.0,10.0,9.0,5.0,3.0,25.0,20.0,30.0,15.0,5.0,2
3788,262,281.0,11,0,0,6.0,10.0,9.0,5.0,3.0,20.0,20.0,20.0,15.0,5.0,2
3791,262,284.0,11,0,0,6.0,10.0,9.0,5.0,3.0,25.0,20.0,25.0,20.0,10.0,2
3793,262,286.0,11,0,0,6.0,10.0,9.0,5.0,3.0,10.0,15.0,25.0,15.0,15.0,2
3795,262,288.0,11,0,0,6.0,10.0,9.0,5.0,3.0,20.0,20.0,15.0,25.0,10.0,2
3797,262,290.0,11,0,0,6.0,10.0,9.0,5.0,3.0,30.0,10.0,30.0,10.0,5.0,2
3810,263,282.0,11,0,1,8.0,8.0,8.0,8.0,5.0,25.0,15.0,20.0,20.0,10.0,2
3820,263,292.0,11,0,1,8.0,8.0,8.0,8.0,5.0,20.0,18.0,20.0,17.0,10.0,2
3822,264,273.0,11,0,0,8.0,7.0,9.0,8.0,5.0,30.0,25.0,18.0,18.0,4.0,2
3824,264,275.0,11,0,0,8.0,7.0,9.0,8.0,5.0,25.0,10.0,25.0,5.0,10.0,2
3825,264,276.0,11,0,0,8.0,7.0,9.0,8.0,5.0,24.0,16.0,28.0,14.0,8.0,2
3826,264,277.0,11,0,0,8.0,7.0,9.0,8.0,5.0,60.0,20.0,0.0,20.0,0.0,2
3827,264,278.0,11,0,0,8.0,7.0,9.0,8.0,5.0,25.0,15.0,20.0,25.0,10.0,2
3828,264,279.0,11,0,1,8.0,7.0,9.0,8.0,5.0,27.0,15.0,28.0,10.0,10.0,2
3829,264,280.0,11,0,1,8.0,7.0,9.0,8.0,5.0,25.0,20.0,30.0,15.0,5.0,2
3830,264,281.0,11,0,0,8.0,7.0,9.0,8.0,5.0,20.0,20.0,20.0,15.0,5.0,2
3833,264,284.0,11,0,0,8.0,7.0,9.0,8.0,5.0,25.0,20.0,25.0,20.0,10.0,2
3835,264,286.0,11,0,0,8.0,7.0,9.0,8.0,5.0,10.0,15.0,25.0,15.0,15.0,2
3837,264,288.0,11,0,0,8.0,7.0,9.0,8.0,5.0,20.0,20.0,15.0,25.0,10.0,2
3839,264,290.0,11,0,0,8.0,7.0,9.0,8.0,5.0,30.0,10.0,30.0,10.0,5.0,2
3843,265,273.0,11,0,0,7.0,9.0,10.0,7.0,10.0,30.0,25.0,18.0,18.0,4.0,2
3845,265,275.0,11,0,0,7.0,9.0,10.0,7.0,10.0,25.0,10.0,25.0,5.0,10.0,2
3846,265,276.0,11,0,0,7.0,9.0,10.0,7.0,10.0,24.0,16.0,28.0,14.0,8.0,2
3847,265,277.0,11,0,0,7.0,9.0,10.0,7.0,10.0,60.0,20.0,0.0,20.0,0.0,2
3848,265,278.0,11,0,0,7.0,9.0,10.0,7.0,10.0,25.0,15.0,20.0,25.0,10.0,2
3849,265,279.0,11,0,0,7.0,9.0,10.0,7.0,10.0,27.0,15.0,28.0,10.0,10.0,2
3850,265,280.0,11,0,0,7.0,9.0,10.0,7.0,10.0,25.0,20.0,30.0,15.0,5.0,2
3851,265,281.0,11,0,1,7.0,9.0,10.0,7.0,10.0,20.0,20.0,20.0,15.0,5.0,2
3854,265,284.0,11,0,0,7.0,9.0,10.0,7.0,10.0,25.0,20.0,25.0,20.0,10.0,2
3856,265,286.0,11,0,0,7.0,9.0,10.0,7.0,10.0,10.0,15.0,25.0,15.0,15.0,2
3858,265,288.0,11,0,0,7.0,9.0,10.0,7.0,10.0,20.0,20.0,15.0,25.0,10.0,2
3860,265,290.0,11,0,0,7.0,9.0,10.0,7.0,10.0,30.0,10.0,30.0,10.0,5.0,2
3864,266,273.0,11,0,0,8.0,8.0,7.0,7.0,4.0,30.0,25.0,18.0,18.0,4.0,2
3866,266,275.0,11,0,0,8.0,8.0,7.0,7.0,4.0,25.0,10.0,25.0,5.0,10.0,2
3867,266,276.0,11,0,0,8.0,8.0,7.0,7.0,4.0,24.0,16.0,28.0,14.0,8.0,2
3868,266,277.0,11,0,0,8.0,8.0,7.0,7.0,4.0,60.0,20.0,0.0,20.0,0.0,2
3869,266,278.0,11,0,0,8.0,8.0,7.0,7.0,4.0,25.0,15.0,20.0,25.0,10.0,2
3870,266,279.0,11,0,0,8.0,8.0,7.0,7.0,4.0,27.0,15.0,28.0,10.0,10.0,2
3871,266,280.0,11,0,0,8.0,8.0,7.0,7.0,4.0,25.0,20.0,30.0,15.0,5.0,2
3872,266,281.0,11,0,0,8.0,8.0,7.0,7.0,4.0,20.0,20.0,20.0,15.0,5.0,2
3875,266,284.0,11,0,0,8.0,8.0,7.0,7.0,4.0,25.0,20.0,25.0,20.0,10.0,2
3877,266,286.0,11,0,0,8.0,8.0,7.0,7.0,4.0,10.0,15.0,25.0,15.0,15.0,2
3879,266,288.0,11,0,1,8.0,8.0,7.0,7.0,4.0,20.0,20.0,15.0,25.0,10.0,2
3881,266,290.0,11,0,0,8.0,8.0,7.0,7.0,4.0,30.0,10.0,30.0,10.0,5.0,2
3895,267,283.0,11,0,0,7.0,6.0,7.0,5.0,7.0,50.0,10.0,10.0,10.0,10.0,2
3899,267,287.0,11,0,0,7.0,6.0,7.0,5.0,7.0,35.0,40.0,5.0,5.0,7.0,2
3901,267,289.0,11,0,0,7.0,6.0,7.0,5.0,7.0,20.0,30.0,10.0,20.0,0.0,2
3903,267,291.0,11,0,0,7.0,6.0,7.0,5.0,7.0,20.0,20.0,15.0,15.0,12.0,2
3907,268,274.0,11,0,1,9.0,9.0,9.0,8.0,9.0,30.0,10.0,20.0,20.0,10.0,2
3926,268,293.0,11,0,1,9.0,9.0,9.0,8.0,9.0,23.0,18.0,21.0,18.0,10.0,2
3927,269,273.0,11,0,0,8.0,8.0,8.0,6.0,7.0,30.0,25.0,18.0,18.0,4.0,2
3929,269,275.0,11,0,0,8.0,8.0,8.0,6.0,7.0,25.0,10.0,25.0,5.0,10.0,2
3930,269,276.0,11,0,0,8.0,8.0,8.0,6.0,7.0,24.0,16.0,28.0,14.0,8.0,2
3931,269,277.0,11,0,0,8.0,8.0,8.0,6.0,7.0,60.0,20.0,0.0,20.0,0.0,2
3932,269,278.0,11,0,0,8.0,8.0,8.0,6.0,7.0,25.0,15.0,20.0,25.0,10.0,2
3933,269,279.0,11,0,1,8.0,8.0,8.0,6.0,7.0,27.0,15.0,28.0,10.0,10.0,2
3934,269,280.0,11,0,0,8.0,8.0,8.0,6.0,7.0,25.0,20.0,30.0,15.0,5.0,2
3935,269,281.0,11,0,0,8.0,8.0,8.0,6.0,7.0,20.0,20.0,20.0,15.0,5.0,2
3938,269,284.0,11,0,0,8.0,8.0,8.0,6.0,7.0,25.0,20.0,25.0,20.0,10.0,2
3940,269,286.0,11,0,0,8.0,8.0,8.0,6.0,7.0,10.0,15.0,25.0,15.0,15.0,2
3942,269,288.0,11,0,1,8.0,8.0,8.0,6.0,7.0,20.0,20.0,15.0,25.0,10.0,2
3944,269,290.0,11,0,0,8.0,8.0,8.0,6.0,7.0,30.0,10.0,30.0,10.0,5.0,2
3958,270,283.0,11,0,0,5.0,4.0,8.0,7.0,6.0,50.0,10.0,10.0,10.0,10.0,2
3962,270,287.0,11,0,0,5.0,4.0,8.0,7.0,6.0,35.0,40.0,5.0,5.0,7.0,2
3964,270,289.0,11,0,0,5.0,4.0,8.0,7.0,6.0,20.0,30.0,10.0,20.0,0.0,2
3966,270,291.0,11,0,0,5.0,4.0,8.0,7.0,6.0,20.0,20.0,15.0,15.0,12.0,2
3969,271,273.0,11,0,0,9.0,10.0,9.0,10.0,10.0,30.0,25.0,18.0,18.0,4.0,2
3971,271,275.0,11,0,0,9.0,10.0,9.0,10.0,10.0,25.0,10.0,25.0,5.0,10.0,2
3972,271,276.0,11,0,0,9.0,10.0,9.0,10.0,10.0,24.0,16.0,28.0,14.0,8.0,2
3973,271,277.0,11,0,0,9.0,10.0,9.0,10.0,10.0,60.0,20.0,0.0,20.0,0.0,2
3974,271,278.0,11,0,0,9.0,10.0,9.0,10.0,10.0,25.0,15.0,20.0,25.0,10.0,2
3975,271,279.0,11,0,0,9.0,10.0,9.0,10.0,10.0,27.0,15.0,28.0,10.0,10.0,2
3976,271,280.0,11,0,0,9.0,10.0,9.0,10.0,10.0,25.0,20.0,30.0,15.0,5.0,2
3977,271,281.0,11,0,0,9.0,10.0,9.0,10.0,10.0,20.0,20.0,20.0,15.0,5.0,2
3980,271,284.0,11,0,0,9.0,10.0,9.0,10.0,10.0,25.0,20.0,25.0,20.0,10.0,2
3982,271,286.0,11,0,0,9.0,10.0,9.0,10.0,10.0,10.0,15.0,25.0,15.0,15.0,2
3984,271,288.0,11,0,0,9.0,10.0,9.0,10.0,10.0,20.0,20.0,15.0,25.0,10.0,2
3986,271,290.0,11,0,0,9.0,10.0,9.0,10.0,10.0,30.0,10.0,30.0,10.0,5.0,2
3990,272,273.0,11,0,0,9.0,10.0,9.0,10.0,10.0,30.0,25.0,18.0,18.0,4.0,2
3992,272,275.0,11,0,0,9.0,10.0,9.0,10.0,10.0,25.0,10.0,25.0,5.0,10.0,2
3993,272,276.0,11,0,0,9.0,10.0,9.0,10.0,10.0,24.0,16.0,28.0,14.0,8.0,2
3994,272,277.0,11,0,0,9.0,10.0,9.0,10.0,10.0,60.0,20.0,0.0,20.0,0.0,2
3995,272,278.0,11,0,0,9.0,10.0,9.0,10.0,10.0,25.0,15.0,20.0,25.0,10.0,2
3996,272,279.0,11,0,0,9.0,10.0,9.0,10.0,10.0,27.0,15.0,28.0,10.0,10.0,2
3997,272,280.0,11,0,0,9.0,10.0,9.0,10.0,10.0,25.0,20.0,30.0,15.0,5.0,2
3998,272,281.0,11,0,0,9.0,10.0,9.0,10.0,10.0,20.0,20.0,20.0,15.0,5.0,2
4001,272,284.0,11,0,0,9.0,10.0,9.0,10.0,10.0,25.0,20.0,25.0,20.0,10.0,2
4003,272,286.0,11,0,0,9.0,10.0,9.0,10.0,10.0,10.0,15.0,25.0,15.0,15.0,2
4005,272,288.0,11,0,0,9.0,10.0,9.0,10.0,10.0,20.0,20.0,15.0,25.0,10.0,2
4007,272,290.0,11,0,0,9.0,10.0,9.0,10.0,10.0,30.0,10.0,30.0,10.0,5.0,2
4013,273,254.0,11,1,0,7.0,10.0,7.0,5.0,7.0,25.0,7.0,25.0,25.0,8.0,2
4016,273,257.0,11,1,0,7.0,10.0,7.0,5.0,7.0,22.0,14.0,30.0,10.0,14.0,2
4018,273,259.0,11,1,0,7.0,10.0,7.0,5.0,7.0,15.0,18.0,19.0,19.0,17.0,2
4021,273,262.0,11,1,0,7.0,10.0,7.0,5.0,7.0,10.0,40.0,20.0,20.0,0.0,2
4023,273,264.0,11,1,0,7.0,10.0,7.0,5.0,7.0,15.0,15.0,25.0,20.0,5.0,2
4024,273,265.0,11,1,0,7.0,10.0,7.0,5.0,7.0,15.0,5.0,45.0,10.0,15.0,2
4025,273,266.0,11,1,0,7.0,10.0,7.0,5.0,7.0,25.0,20.0,20.0,25.0,0.0,2
4028,273,269.0,11,1,0,7.0,10.0,7.0,5.0,7.0,20.0,10.0,30.0,15.0,15.0,2
4030,273,271.0,11,1,0,7.0,10.0,7.0,5.0,7.0,10.0,15.0,40.0,15.0,10.0,2
4031,273,272.0,11,1,0,7.0,10.0,7.0,5.0,7.0,25.0,20.0,25.0,25.0,5.0,2
4032,274,252.0,11,1,1,7.0,7.0,9.0,10.0,9.0,0.0,25.0,25.0,25.0,25.0,2
4048,274,268.0,11,1,1,7.0,7.0,9.0,10.0,9.0,30.0,20.0,20.0,10.0,15.0,2
4055,275,254.0,11,1,0,10.0,7.0,10.0,6.0,10.0,25.0,7.0,25.0,25.0,8.0,2
4058,275,257.0,11,1,0,10.0,7.0,10.0,6.0,10.0,22.0,14.0,30.0,10.0,14.0,2
4060,275,259.0,11,1,0,10.0,7.0,10.0,6.0,10.0,15.0,18.0,19.0,19.0,17.0,2
4063,275,262.0,11,1,0,10.0,7.0,10.0,6.0,10.0,10.0,40.0,20.0,20.0,0.0,2
4065,275,264.0,11,1,0,10.0,7.0,10.0,6.0,10.0,15.0,15.0,25.0,20.0,5.0,2
4066,275,265.0,11,1,0,10.0,7.0,10.0,6.0,10.0,15.0,5.0,45.0,10.0,15.0,2
4067,275,266.0,11,1,0,10.0,7.0,10.0,6.0,10.0,25.0,20.0,20.0,25.0,0.0,2
4070,275,269.0,11,1,0,10.0,7.0,10.0,6.0,10.0,20.0,10.0,30.0,15.0,15.0,2
4072,275,271.0,11,1,0,10.0,7.0,10.0,6.0,10.0,10.0,15.0,40.0,15.0,10.0,2
4073,275,272.0,11,1,0,10.0,7.0,10.0,6.0,10.0,25.0,20.0,25.0,25.0,5.0,2
4076,276,254.0,11,1,0,7.0,6.0,10.0,7.0,8.0,25.0,7.0,25.0,25.0,8.0,2
4079,276,257.0,11,1,0,7.0,6.0,10.0,7.0,8.0,22.0,14.0,30.0,10.0,14.0,2
4081,276,259.0,11,1,0,7.0,6.0,10.0,7.0,8.0,15.0,18.0,19.0,19.0,17.0,2
4084,276,262.0,11,1,0,7.0,6.0,10.0,7.0,8.0,10.0,40.0,20.0,20.0,0.0,2
4086,276,264.0,11,1,0,7.0,6.0,10.0,7.0,8.0,15.0,15.0,25.0,20.0,5.0,2
4087,276,265.0,11,1,0,7.0,6.0,10.0,7.0,8.0,15.0,5.0,45.0,10.0,15.0,2
4088,276,266.0,11,1,0,7.0,6.0,10.0,7.0,8.0,25.0,20.0,20.0,25.0,0.0,2
4091,276,269.0,11,1,0,7.0,6.0,10.0,7.0,8.0,20.0,10.0,30.0,15.0,15.0,2
4093,276,271.0,11,1,0,7.0,6.0,10.0,7.0,8.0,10.0,15.0,40.0,15.0,10.0,2
4094,276,272.0,11,1,0,7.0,6.0,10.0,7.0,8.0,25.0,20.0,25.0,25.0,5.0,2
4097,277,254.0,11,1,0,4.0,8.0,8.0,8.0,5.0,25.0,7.0,25.0,25.0,8.0,2
4100,277,257.0,11,1,0,4.0,8.0,8.0,8.0,5.0,22.0,14.0,30.0,10.0,14.0,2
4102,277,259.0,11,1,1,4.0,8.0,8.0,8.0,5.0,15.0,18.0,19.0,19.0,17.0,2
4105,277,262.0,11,1,0,4.0,8.0,8.0,8.0,5.0,10.0,40.0,20.0,20.0,0.0,2
4107,277,264.0,11,1,0,4.0,8.0,8.0,8.0,5.0,15.0,15.0,25.0,20.0,5.0,2
4108,277,265.0,11,1,0,4.0,8.0,8.0,8.0,5.0,15.0,5.0,45.0,10.0,15.0,2
4109,277,266.0,11,1,0,4.0,8.0,8.0,8.0,5.0,25.0,20.0,20.0,25.0,0.0,2
4112,277,269.0,11,1,0,4.0,8.0,8.0,8.0,5.0,20.0,10.0,30.0,15.0,15.0,2
4114,277,271.0,11,1,0,4.0,8.0,8.0,8.0,5.0,10.0,15.0,40.0,15.0,10.0,2
4115,277,272.0,11,1,0,4.0,8.0,8.0,8.0,5.0,25.0,20.0,25.0,25.0,5.0,2
4118,278,254.0,11,1,0,8.0,8.0,8.0,8.0,8.0,25.0,7.0,25.0,25.0,8.0,2
4121,278,257.0,11,1,0,8.0,8.0,8.0,8.0,8.0,22.0,14.0,30.0,10.0,14.0,2
4123,278,259.0,11,1,0,8.0,8.0,8.0,8.0,8.0,15.0,18.0,19.0,19.0,17.0,2
4126,278,262.0,11,1,0,8.0,8.0,8.0,8.0,8.0,10.0,40.0,20.0,20.0,0.0,2
4128,278,264.0,11,1,0,8.0,8.0,8.0,8.0,8.0,15.0,15.0,25.0,20.0,5.0,2
4129,278,265.0,11,1,0,8.0,8.0,8.0,8.0,8.0,15.0,5.0,45.0,10.0,15.0,2
4130,278,266.0,11,1,0,8.0,8.0,8.0,8.0,8.0,25.0,20.0,20.0,25.0,0.0,2
4133,278,269.0,11,1,0,8.0,8.0,8.0,8.0,8.0,20.0,10.0,30.0,15.0,15.0,2
4135,278,271.0,11,1,0,8.0,8.0,8.0,8.0,8.0,10.0,15.0,40.0,15.0,10.0,2
4136,278,272.0,11,1,0,8.0,8.0,8.0,8.0,8.0,25.0,20.0,25.0,25.0,5.0,2
4139,279,254.0,11,1,0,8.0,9.0,10.0,6.0,7.0,25.0,7.0,25.0,25.0,8.0,2
4142,279,257.0,11,1,0,8.0,9.0,10.0,6.0,7.0,22.0,14.0,30.0,10.0,14.0,2
4144,279,259.0,11,1,0,8.0,9.0,10.0,6.0,7.0,15.0,18.0,19.0,19.0,17.0,2
4147,279,262.0,11,1,0,8.0,9.0,10.0,6.0,7.0,10.0,40.0,20.0,20.0,0.0,2
4149,279,264.0,11,1,1,8.0,9.0,10.0,6.0,7.0,15.0,15.0,25.0,20.0,5.0,2
4150,279,265.0,11,1,0,8.0,9.0,10.0,6.0,7.0,15.0,5.0,45.0,10.0,15.0,2
4151,279,266.0,11,1,0,8.0,9.0,10.0,6.0,7.0,25.0,20.0,20.0,25.0,0.0,2
4154,279,269.0,11,1,1,8.0,9.0,10.0,6.0,7.0,20.0,10.0,30.0,15.0,15.0,2
4156,279,271.0,11,1,0,8.0,9.0,10.0,6.0,7.0,10.0,15.0,40.0,15.0,10.0,2
4157,279,272.0,11,1,0,8.0,9.0,10.0,6.0,7.0,25.0,20.0,25.0,25.0,5.0,2
4160,280,254.0,11,1,0,5.0,9.0,8.0,5.0,6.0,25.0,7.0,25.0,25.0,8.0,2
4163,280,257.0,11,1,0,5.0,9.0,8.0,5.0,6.0,22.0,14.0,30.0,10.0,14.0,2
4165,280,259.0,11,1,0,5.0,9.0,8.0,5.0,6.0,15.0,18.0,19.0,19.0,17.0,2
4168,280,262.0,11,1,0,5.0,9.0,8.0,5.0,6.0,10.0,40.0,20.0,20.0,0.0,2
4170,280,264.0,11,1,1,5.0,9.0,8.0,5.0,6.0,15.0,15.0,25.0,20.0,5.0,2
4171,280,265.0,11,1,0,5.0,9.0,8.0,5.0,6.0,15.0,5.0,45.0,10.0,15.0,2
4172,280,266.0,11,1,0,5.0,9.0,8.0,5.0,6.0,25.0,20.0,20.0,25.0,0.0,2
4175,280,269.0,11,1,0,5.0,9.0,8.0,5.0,6.0,20.0,10.0,30.0,15.0,15.0,2
4177,280,271.0,11,1,0,5.0,9.0,8.0,5.0,6.0,10.0,15.0,40.0,15.0,10.0,2
4178,280,272.0,11,1,0,5.0,9.0,8.0,5.0,6.0,25.0,20.0,25.0,25.0,5.0,2
4181,281,254.0,11,1,0,7.0,8.0,8.0,6.0,5.0,25.0,7.0,25.0,25.0,8.0,2
4184,281,257.0,11,1,0,7.0,8.0,8.0,6.0,5.0,22.0,14.0,30.0,10.0,14.0,2
4186,281,259.0,11,1,0,7.0,8.0,8.0,6.0,5.0,15.0,18.0,19.0,19.0,17.0,2
4189,281,262.0,11,1,0,7.0,8.0,8.0,6.0,5.0,10.0,40.0,20.0,20.0,0.0,2
4191,281,264.0,11,1,0,7.0,8.0,8.0,6.0,5.0,15.0,15.0,25.0,20.0,5.0,2
4192,281,265.0,11,1,1,7.0,8.0,8.0,6.0,5.0,15.0,5.0,45.0,10.0,15.0,2
4193,281,266.0,11,1,0,7.0,8.0,8.0,6.0,5.0,25.0,20.0,20.0,25.0,0.0,2
4196,281,269.0,11,1,0,7.0,8.0,8.0,6.0,5.0,20.0,10.0,30.0,15.0,15.0,2
4198,281,271.0,11,1,0,7.0,8.0,8.0,6.0,5.0,10.0,15.0,40.0,15.0,10.0,2
4199,281,272.0,11,1,0,7.0,8.0,8.0,6.0,5.0,25.0,20.0,25.0,25.0,5.0,2
4211,282,263.0,11,1,1,7.0,9.0,7.0,9.0,10.0,20.0,20.0,20.0,10.0,20.0,2
4222,283,253.0,11,1,0,9.0,9.0,9.0,9.0,9.0,25.0,30.0,10.0,10.0,5.0,2
4224,283,255.0,11,1,0,9.0,9.0,9.0,9.0,9.0,16.67,16.67,16.67,16.67,16.67,2
4225,283,256.0,11,1,0,9.0,9.0,9.0,9.0,9.0,15.0,25.0,20.0,20.0,10.0,2
4229,283,260.0,11,1,0,9.0,9.0,9.0,9.0,9.0,19.0,20.0,19.0,14.0,13.0,2
4230,283,261.0,11,1,0,9.0,9.0,9.0,9.0,9.0,15.0,20.0,20.0,20.0,15.0,2
4236,283,267.0,11,1,0,9.0,9.0,9.0,9.0,9.0,20.0,30.0,10.0,15.0,10.0,2
4239,283,270.0,11,1,0,9.0,9.0,9.0,9.0,9.0,16.0,16.0,19.0,17.0,14.0,2
4244,284,254.0,11,1,0,7.0,6.0,8.0,7.0,7.0,25.0,7.0,25.0,25.0,8.0,2
4247,284,257.0,11,1,0,7.0,6.0,8.0,7.0,7.0,22.0,14.0,30.0,10.0,14.0,2
4249,284,259.0,11,1,0,7.0,6.0,8.0,7.0,7.0,15.0,18.0,19.0,19.0,17.0,2
4252,284,262.0,11,1,0,7.0,6.0,8.0,7.0,7.0,10.0,40.0,20.0,20.0,0.0,2
4254,284,264.0,11,1,0,7.0,6.0,8.0,7.0,7.0,15.0,15.0,25.0,20.0,5.0,2
4255,284,265.0,11,1,0,7.0,6.0,8.0,7.0,7.0,15.0,5.0,45.0,10.0,15.0,2
4256,284,266.0,11,1,0,7.0,6.0,8.0,7.0,7.0,25.0,20.0,20.0,25.0,0.0,2
4259,284,269.0,11,1,0,7.0,6.0,8.0,7.0,7.0,20.0,10.0,30.0,15.0,15.0,2
4261,284,271.0,11,1,0,7.0,6.0,8.0,7.0,7.0,10.0,15.0,40.0,15.0,10.0,2
4262,284,272.0,11,1,0,7.0,6.0,8.0,7.0,7.0,25.0,20.0,25.0,25.0,5.0,2
4269,285,258.0,11,1,0,8.0,10.0,10.0,10.0,8.0,7.0,35.0,20.0,20.0,5.0,2
4286,286,254.0,11,1,0,3.0,6.0,7.0,6.0,7.0,25.0,7.0,25.0,25.0,8.0,2
4289,286,257.0,11,1,0,3.0,6.0,7.0,6.0,7.0,22.0,14.0,30.0,10.0,14.0,2
4291,286,259.0,11,1,0,3.0,6.0,7.0,6.0,7.0,15.0,18.0,19.0,19.0,17.0,2
4294,286,262.0,11,1,0,3.0,6.0,7.0,6.0,7.0,10.0,40.0,20.0,20.0,0.0,2
4296,286,264.0,11,1,0,3.0,6.0,7.0,6.0,7.0,15.0,15.0,25.0,20.0,5.0,2
4297,286,265.0,11,1,0,3.0,6.0,7.0,6.0,7.0,15.0,5.0,45.0,10.0,15.0,2
4298,286,266.0,11,1,0,3.0,6.0,7.0,6.0,7.0,25.0,20.0,20.0,25.0,0.0,2
4301,286,269.0,11,1,0,3.0,6.0,7.0,6.0,7.0,20.0,10.0,30.0,15.0,15.0,2
4303,286,271.0,11,1,0,3.0,6.0,7.0,6.0,7.0,10.0,15.0,40.0,15.0,10.0,2
4304,286,272.0,11,1,0,3.0,6.0,7.0,6.0,7.0,25.0,20.0,25.0,25.0,5.0,2
4306,287,253.0,11,1,0,7.0,10.0,7.0,5.0,10.0,25.0,30.0,10.0,10.0,5.0,2
4308,287,255.0,11,1,0,7.0,10.0,7.0,5.0,10.0,16.67,16.67,16.67,16.67,16.67,2
4309,287,256.0,11,1,0,7.0,10.0,7.0,5.0,10.0,15.0,25.0,20.0,20.0,10.0,2
4313,287,260.0,11,1,0,7.0,10.0,7.0,5.0,10.0,19.0,20.0,19.0,14.0,13.0,2
4314,287,261.0,11,1,0,7.0,10.0,7.0,5.0,10.0,15.0,20.0,20.0,20.0,15.0,2
4320,287,267.0,11,1,0,7.0,10.0,7.0,5.0,10.0,20.0,30.0,10.0,15.0,10.0,2
4323,287,270.0,11,1,0,7.0,10.0,7.0,5.0,10.0,16.0,16.0,19.0,17.0,14.0,2
4328,288,254.0,11,1,0,5.0,8.0,8.0,7.0,7.0,25.0,7.0,25.0,25.0,8.0,2
4331,288,257.0,11,1,0,5.0,8.0,8.0,7.0,7.0,22.0,14.0,30.0,10.0,14.0,2
4333,288,259.0,11,1,0,5.0,8.0,8.0,7.0,7.0,15.0,18.0,19.0,19.0,17.0,2
4336,288,262.0,11,1,0,5.0,8.0,8.0,7.0,7.0,10.0,40.0,20.0,20.0,0.0,2
4338,288,264.0,11,1,0,5.0,8.0,8.0,7.0,7.0,15.0,15.0,25.0,20.0,5.0,2
4339,288,265.0,11,1,0,5.0,8.0,8.0,7.0,7.0,15.0,5.0,45.0,10.0,15.0,2
4340,288,266.0,11,1,1,5.0,8.0,8.0,7.0,7.0,25.0,20.0,20.0,25.0,0.0,2
4343,288,269.0,11,1,1,5.0,8.0,8.0,7.0,7.0,20.0,10.0,30.0,15.0,15.0,2
4345,288,271.0,11,1,0,5.0,8.0,8.0,7.0,7.0,10.0,15.0,40.0,15.0,10.0,2
4346,288,272.0,11,1,0,5.0,8.0,8.0,7.0,7.0,25.0,20.0,25.0,25.0,5.0,2
4348,289,253.0,11,1,0,4.0,9.0,8.0,10.0,8.0,25.0,30.0,10.0,10.0,5.0,2
4350,289,255.0,11,1,0,4.0,9.0,8.0,10.0,8.0,16.67,16.67,16.67,16.67,16.67,2
4351,289,256.0,11,1,1,4.0,9.0,8.0,10.0,8.0,15.0,25.0,20.0,20.0,10.0,2
4355,289,260.0,11,1,0,4.0,9.0,8.0,10.0,8.0,19.0,20.0,19.0,14.0,13.0,2
4356,289,261.0,11,1,0,4.0,9.0,8.0,10.0,8.0,15.0,20.0,20.0,20.0,15.0,2
4362,289,267.0,11,1,0,4.0,9.0,8.0,10.0,8.0,20.0,30.0,10.0,15.0,10.0,2
4365,289,270.0,11,1,0,4.0,9.0,8.0,10.0,8.0,16.0,16.0,19.0,17.0,14.0,2
4370,290,254.0,11,1,0,5.0,4.0,10.0,5.0,9.0,25.0,7.0,25.0,25.0,8.0,2
4373,290,257.0,11,1,0,5.0,4.0,10.0,5.0,9.0,22.0,14.0,30.0,10.0,14.0,2
4375,290,259.0,11,1,0,5.0,4.0,10.0,5.0,9.0,15.0,18.0,19.0,19.0,17.0,2
4378,290,262.0,11,1,0,5.0,4.0,10.0,5.0,9.0,10.0,40.0,20.0,20.0,0.0,2
4380,290,264.0,11,1,0,5.0,4.0,10.0,5.0,9.0,15.0,15.0,25.0,20.0,5.0,2
4381,290,265.0,11,1,0,5.0,4.0,10.0,5.0,9.0,15.0,5.0,45.0,10.0,15.0,2
