,iid,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,tmp_att,tmp_sin,tmp_int,tmp_fun,tmp_amb,tmp_sha
145,536,1.0,0.0,7.0,8.0,8.0,8.0,8.0,30.0,20.0,20.0,20.0,10.0,0.0
146,537,1.0,14.28571428571428,7.0,9.0,9.0,9.0,7.0,20.0,5.0,25.0,25.0,5.0,20.0
147,538,1.0,11.11111111111111,7.0,8.0,8.0,9.0,8.0,50.0,0.0,10.0,30.0,0.0,10.0
148,539,1.0,11.11111111111111,8.0,8.0,10.0,9.0,10.0,30.0,10.0,20.0,15.0,15.0,10.0
149,540,1.0,0.0,5.0,7.0,5.0,6.0,7.0,20.0,15.0,20.0,20.0,15.0,10.0
150,541,1.0,14.28571428571428,8.0,9.0,9.0,9.0,8.0,40.0,30.0,0.0,20.0,0.0,10.0
151,542,1.0,28.57142857142857,8.0,9.0,8.0,8.0,9.0,25.0,15.0,20.0,20.0,10.0,10.0
152,543,1.0,0.0,7.0,9.0,8.0,9.0,9.0,20.0,16.0,16.0,17.0,16.0,15.0
153,544,1.0,28.57142857142857,7.0,10.0,9.0,10.0,8.0,15.0,25.0,20.0,10.0,10.0,20.0
154,545,1.0,22.22222222222222,8.0,8.0,9.0,8.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0
155,546,1.0,33.33333333333333,9.0,8.0,8.0,10.0,7.0,35.0,10.0,20.0,25.0,5.0,5.0
156,547,1.0,22.22222222222222,7.0,9.0,8.0,8.0,8.0,25.0,20.0,20.0,20.0,0.0,15.0
157,548,1.0,22.22222222222222,10.0,10.0,10.0,10.0,10.0,40.0,10.0,20.0,10.0,0.0,20.0
158,549,1.0,22.22222222222222,7.0,10.0,9.0,8.0,9.0,20.0,20.0,20.0,20.0,0.0,20.0
159,550,1.0,33.33333333333333,7.0,7.0,7.0,7.0,7.0,30.0,3.0,30.0,30.0,3.0,4.0
160,552,1.0,22.22222222222222,8.0,7.0,7.0,6.0,7.0,70.0,0.0,15.0,15.0,0.0,0.0
