,id,iid,pid,wave,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr,sinc,intel,fun,amb,shar,like,group
3319,16.0,229,205.0,9,1,0,8.0,7.0,10.0,5.0,10.0,15.38,17.31,19.23,19.23,11.54,17.31,3.0,5.0,4.0,2.0,3.0,3.0,4.0,2
3321,16.0,229,207.0,9,1,0,8.0,7.0,10.0,5.0,10.0,17.31,13.46,17.31,19.23,19.23,13.46,8.0,5.0,5.0,8.0,3.0,6.0,6.0,2
3324,16.0,229,210.0,9,1,1,8.0,7.0,10.0,5.0,10.0,20.0,15.56,20.0,15.56,11.11,17.78,6.0,8.0,7.0,5.0,6.0,3.0,7.0,2
3325,16.0,229,211.0,9,1,0,8.0,7.0,10.0,5.0,10.0,16.36,16.36,18.18,18.18,16.36,14.55,6.0,5.0,5.0,5.0,5.0,5.0,3.0,2
3328,17.0,230,194.0,9,1,0,6.0,6.0,6.0,6.0,6.0,16.0,16.0,20.0,16.0,18.0,14.0,3.0,5.0,5.0,2.0,2.0,2.0,2.0,2
3329,17.0,230,195.0,9,1,0,6.0,6.0,6.0,6.0,6.0,15.38,19.23,19.23,19.23,13.46,13.46,8.0,7.0,7.0,7.0,6.0,5.0,7.0,2
3333,17.0,230,199.0,9,1,0,6.0,6.0,6.0,6.0,6.0,17.5,17.5,20.0,12.5,20.0,12.5,8.0,6.0,6.0,5.0,5.0,6.0,7.0,2
3334,17.0,230,200.0,9,1,0,6.0,6.0,6.0,6.0,6.0,13.21,18.87,18.87,16.98,16.98,15.09,6.0,6.0,6.0,4.0,7.0,6.0,5.0,2
3335,17.0,230,201.0,9,1,1,6.0,6.0,6.0,6.0,6.0,15.38,17.31,17.31,17.31,17.31,15.38,9.0,8.0,9.0,9.0,5.0,5.0,7.0,2
3336,17.0,230,202.0,9,1,0,6.0,6.0,6.0,6.0,6.0,15.38,19.23,19.23,19.23,15.38,11.54,7.0,6.0,7.0,5.0,5.0,3.0,3.0,2
3337,17.0,230,203.0,9,1,0,6.0,6.0,6.0,6.0,6.0,16.0,20.0,18.0,20.0,18.0,8.0,7.0,7.0,8.0,7.0,5.0,4.0,7.0,2
3338,17.0,230,204.0,9,1,0,6.0,6.0,6.0,6.0,6.0,19.61,15.69,17.65,15.69,17.65,13.73,5.0,8.0,8.0,7.0,7.0,3.0,3.0,2
3339,17.0,230,205.0,9,1,0,6.0,6.0,6.0,6.0,6.0,15.38,17.31,19.23,19.23,11.54,17.31,6.0,8.0,8.0,8.0,5.0,6.0,7.0,2
3341,17.0,230,207.0,9,1,0,6.0,6.0,6.0,6.0,6.0,17.31,13.46,17.31,19.23,19.23,13.46,9.0,7.0,7.0,7.0,6.0,7.0,8.0,2
3344,17.0,230,210.0,9,1,0,6.0,6.0,6.0,6.0,6.0,20.0,15.56,20.0,15.56,11.11,17.78,5.0,8.0,8.0,7.0,5.0,7.0,7.0,2
3345,17.0,230,211.0,9,1,1,6.0,6.0,6.0,6.0,6.0,16.36,16.36,18.18,18.18,16.36,14.55,9.0,7.0,7.0,7.0,5.0,7.0,8.0,2
3366,18.0,231,212.0,9,1,1,8.0,8.0,9.0,8.0,3.0,14.29,18.37,18.37,16.33,18.37,14.29,6.0,8.0,7.0,6.0,7.0,10.0,5.0,2
3367,18.0,231,213.0,9,1,0,8.0,8.0,9.0,8.0,3.0,15.52,17.24,17.24,17.24,17.24,15.52,7.0,7.0,7.0,6.0,7.0,5.0,6.0,2
3368,19.0,232,194.0,9,1,0,8.0,8.0,8.0,8.0,6.0,16.0,16.0,20.0,16.0,18.0,14.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,2
3369,19.0,232,195.0,9,1,0,8.0,8.0,8.0,8.0,6.0,15.38,19.23,19.23,19.23,13.46,13.46,7.0,8.0,8.0,8.0,6.0,7.0,7.0,2
3373,19.0,232,199.0,9,1,0,8.0,8.0,8.0,8.0,6.0,17.5,17.5,20.0,12.5,20.0,12.5,6.0,5.0,6.0,6.0,6.0,6.0,6.0,2
3374,19.0,232,200.0,9,1,0,8.0,8.0,8.0,8.0,6.0,13.21,18.87,18.87,16.98,16.98,15.09,8.0,8.0,9.0,10.0,9.0,9.0,9.0,2
3375,19.0,232,201.0,9,1,0,8.0,8.0,8.0,8.0,6.0,15.38,17.31,17.31,17.31,17.31,15.38,6.0,6.0,7.0,6.0,6.0,4.0,6.0,2
3376,19.0,232,202.0,9,1,0,8.0,8.0,8.0,8.0,6.0,15.38,19.23,19.23,19.23,15.38,11.54,6.0,7.0,7.0,7.0,7.0,6.0,5.0,2
3377,19.0,232,203.0,9,1,0,8.0,8.0,8.0,8.0,6.0,16.0,20.0,18.0,20.0,18.0,8.0,7.0,8.0,8.0,8.0,7.0,5.0,6.0,2
3378,19.0,232,204.0,9,1,0,8.0,8.0,8.0,8.0,6.0,19.61,15.69,17.65,15.69,17.65,13.73,6.0,7.0,6.0,7.0,6.0,6.0,6.0,2
3379,19.0,232,205.0,9,1,0,8.0,8.0,8.0,8.0,6.0,15.38,17.31,19.23,19.23,11.54,17.31,8.0,9.0,8.0,8.0,8.0,7.0,8.0,2
3381,19.0,232,207.0,9,1,0,8.0,8.0,8.0,8.0,6.0,17.31,13.46,17.31,19.23,19.23,13.46,8.0,7.0,7.0,8.0,8.0,7.0,7.0,2
3384,19.0,232,210.0,9,1,0,8.0,8.0,8.0,8.0,6.0,20.0,15.56,20.0,15.56,11.11,17.78,6.0,7.0,7.0,7.0,6.0,7.0,6.0,2
3385,19.0,232,211.0,9,1,0,8.0,8.0,8.0,8.0,6.0,16.36,16.36,18.18,18.18,16.36,14.55,9.0,8.0,8.0,7.0,8.0,7.0,6.0,2
3413,1.0,234,248.0,10,0,0,7.0,7.0,8.0,8.0,10.0,25.0,15.0,20.0,20.0,15.0,5.0,5.0,6.0,6.0,8.0,6.0,2.0,6.0,2
3414,1.0,234,249.0,10,0,0,7.0,7.0,8.0,8.0,10.0,22.0,22.0,15.0,15.0,5.0,21.0,4.0,8.0,7.0,8.0,9.0,8.0,7.0,2
3415,1.0,234,250.0,10,0,0,7.0,7.0,8.0,8.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,5.0,8.0,5.0,8.0,7.0,5.0,2
3417,2.0,235,243.0,10,0,1,6.0,9.0,8.0,9.0,9.0,20.0,20.0,20.0,25.0,5.0,10.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,2
3418,2.0,235,244.0,10,0,0,6.0,9.0,8.0,9.0,9.0,20.0,20.0,20.0,10.0,10.0,20.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,2
3419,2.0,235,245.0,10,0,0,6.0,9.0,8.0,9.0,9.0,18.0,10.0,30.0,10.0,10.0,22.0,2.0,6.0,8.0,4.0,8.0,3.0,3.0,2
3420,2.0,235,246.0,10,0,0,6.0,9.0,8.0,9.0,9.0,35.0,20.0,10.0,20.0,10.0,5.0,3.0,7.0,5.0,4.0,4.0,4.0,3.0,2
3430,3.0,236,247.0,10,0,0,7.0,9.0,8.0,10.0,8.0,20.0,30.0,10.0,15.0,0.0,25.0,3.0,7.0,7.0,4.0,7.0,3.0,6.0,2
3435,4.0,237,243.0,10,0,0,8.0,10.0,8.0,7.0,8.0,20.0,20.0,20.0,25.0,5.0,10.0,4.0,2.0,4.0,2.0,1.0,0.0,2.0,2
3436,4.0,237,244.0,10,0,0,8.0,10.0,8.0,7.0,8.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,6.0,6.0,7.0,5.0,6.0,2
3438,4.0,237,246.0,10,0,0,8.0,10.0,8.0,7.0,8.0,35.0,20.0,10.0,20.0,10.0,5.0,2.0,6.0,5.0,2.0,3.0,2.0,3.0,2
3444,5.0,238,243.0,10,0,0,10.0,9.0,9.0,10.0,8.0,20.0,20.0,20.0,25.0,5.0,10.0,8.0,8.0,9.0,8.0,9.0,7.0,7.0,2
3445,5.0,238,244.0,10,0,1,10.0,9.0,9.0,10.0,8.0,20.0,20.0,20.0,10.0,10.0,20.0,8.0,9.0,9.0,8.0,9.0,8.0,8.0,2
3446,5.0,238,245.0,10,0,0,10.0,9.0,9.0,10.0,8.0,18.0,10.0,30.0,10.0,10.0,22.0,8.0,9.0,10.0,9.0,10.0,8.0,7.0,2
3447,5.0,238,246.0,10,0,0,10.0,9.0,9.0,10.0,8.0,35.0,20.0,10.0,20.0,10.0,5.0,7.0,9.0,9.0,9.0,10.0,6.0,7.0,2
3453,6.0,239,243.0,10,0,0,7.0,9.0,9.0,7.0,4.0,20.0,20.0,20.0,25.0,5.0,10.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,2
3454,6.0,239,244.0,10,0,0,7.0,9.0,9.0,7.0,4.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,6.0,6.0,7.0,8.0,7.0,6.0,2
3455,6.0,239,245.0,10,0,1,7.0,9.0,9.0,7.0,4.0,18.0,10.0,30.0,10.0,10.0,22.0,7.0,6.0,9.0,8.0,7.0,7.0,8.0,2
3456,6.0,239,246.0,10,0,0,7.0,9.0,9.0,7.0,4.0,35.0,20.0,10.0,20.0,10.0,5.0,5.0,9.0,7.0,7.0,5.0,6.0,7.0,2
3466,7.0,240,247.0,10,0,0,3.0,8.0,3.0,5.0,6.0,20.0,30.0,10.0,15.0,0.0,25.0,4.0,5.0,5.0,4.0,7.0,3.0,4.0,2
3475,8.0,241,247.0,10,0,0,8.0,10.0,8.0,8.0,8.0,20.0,30.0,10.0,15.0,0.0,25.0,5.0,10.0,10.0,9.0,6.0,7.0,8.0,2
3499,2.0,244,235.0,10,1,0,7.0,10.0,10.0,7.0,10.0,15.0,15.0,20.0,20.0,20.0,10.0,9.0,9.0,7.0,8.0,8.0,5.0,6.0,2
3501,2.0,244,237.0,10,1,0,7.0,10.0,10.0,7.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,2.0,6.0,8.0,4.0,3.0,1.0,3.0,2
3502,2.0,244,238.0,10,1,1,7.0,10.0,10.0,7.0,10.0,15.0,20.0,20.0,15.0,15.0,15.0,8.0,8.0,8.0,8.0,9.0,7.0,8.0,2
3503,2.0,244,239.0,10,1,0,7.0,10.0,10.0,7.0,10.0,10.0,25.0,20.0,20.0,5.0,20.0,6.0,8.0,9.0,3.0,6.0,3.0,3.0,2
3508,3.0,245,235.0,10,1,0,5.0,7.0,8.0,6.0,7.0,15.0,15.0,20.0,20.0,20.0,10.0,7.0,6.0,6.0,5.0,4.0,4.0,6.0,2
3511,3.0,245,238.0,10,1,0,5.0,7.0,8.0,6.0,7.0,15.0,20.0,20.0,15.0,15.0,15.0,6.0,7.0,6.0,6.0,6.0,4.0,5.0,2
3512,3.0,245,239.0,10,1,1,5.0,7.0,8.0,6.0,7.0,10.0,25.0,20.0,20.0,5.0,20.0,6.0,8.0,8.0,6.0,5.0,3.0,7.0,2
3527,5.0,247,236.0,10,1,0,5.0,10.0,8.0,2.0,4.0,15.0,20.0,15.0,20.0,15.0,15.0,7.0,7.0,5.0,3.0,7.0,3.0,3.0,2
3531,5.0,247,240.0,10,1,0,5.0,10.0,8.0,2.0,4.0,10.0,30.0,30.0,10.0,10.0,10.0,6.0,6.0,4.0,8.0,3.0,4.0,7.0,2
3532,5.0,247,241.0,10,1,0,5.0,10.0,8.0,2.0,4.0,90.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,5.0,5.0,4.0,3.0,5.0,2
3534,6.0,248,234.0,10,1,0,5.0,6.0,8.0,8.0,8.0,20.0,20.0,20.0,10.0,10.0,20.0,5.0,7.0,8.0,6.0,7.0,3.0,7.0,2
3543,7.0,249,234.0,10,1,0,7.0,9.0,10.0,7.0,7.0,20.0,20.0,20.0,10.0,10.0,20.0,9.0,9.0,8.0,9.0,7.0,9.0,9.0,2
3552,8.0,250,234.0,10,1,0,10.0,9.0,10.0,9.0,10.0,20.0,20.0,20.0,10.0,10.0,20.0,5.0,10.0,6.0,7.0,7.0,4.0,5.0,2
3571,1.0,252,274.0,11,0,1,9.0,9.0,9.0,9.0,10.0,30.0,10.0,20.0,20.0,10.0,10.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,2
3590,1.0,252,293.0,11,0,0,9.0,9.0,9.0,9.0,10.0,23.0,18.0,21.0,18.0,10.0,10.0,2.0,8.0,8.0,3.0,8.0,1.0,2.0,2
3601,2.0,253,283.0,11,0,0,8.0,10.0,8.0,9.0,7.0,50.0,10.0,10.0,10.0,10.0,10.0,4.0,8.0,8.0,5.0,6.0,4.0,5.0,2
3605,2.0,253,287.0,11,0,0,8.0,10.0,8.0,9.0,7.0,35.0,40.0,5.0,5.0,7.0,8.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,2
3607,2.0,253,289.0,11,0,0,8.0,10.0,8.0,9.0,7.0,20.0,30.0,10.0,20.0,0.0,20.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,2
3609,2.0,253,291.0,11,0,0,8.0,10.0,8.0,9.0,7.0,20.0,20.0,15.0,15.0,12.0,18.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,2
3612,3.0,254,273.0,11,0,0,8.0,7.0,10.0,8.0,8.0,30.0,25.0,18.0,18.0,4.0,5.0,6.0,6.0,6.0,2.0,5.0,2.0,4.0,2
3614,3.0,254,275.0,11,0,0,8.0,7.0,10.0,8.0,8.0,25.0,10.0,25.0,5.0,10.0,25.0,8.0,7.0,6.0,5.0,4.0,3.0,4.0,2
3615,3.0,254,276.0,11,0,0,8.0,7.0,10.0,8.0,8.0,24.0,16.0,28.0,14.0,8.0,10.0,8.0,7.0,6.0,5.0,5.0,3.0,7.0,2
3616,3.0,254,277.0,11,0,0,8.0,7.0,10.0,8.0,8.0,60.0,20.0,0.0,20.0,0.0,0.0,9.0,5.0,8.0,7.0,5.0,4.0,8.0,2
3617,3.0,254,278.0,11,0,0,8.0,7.0,10.0,8.0,8.0,25.0,15.0,20.0,25.0,10.0,5.0,4.0,5.0,5.0,2.0,5.0,2.0,3.0,2
3618,3.0,254,279.0,11,0,0,8.0,7.0,10.0,8.0,8.0,27.0,15.0,28.0,10.0,10.0,10.0,9.0,8.0,8.0,6.0,8.0,4.0,8.0,2
3619,3.0,254,280.0,11,0,0,8.0,7.0,10.0,8.0,8.0,25.0,20.0,30.0,15.0,5.0,5.0,5.0,5.0,7.0,3.0,6.0,3.0,5.0,2
3620,3.0,254,281.0,11,0,0,8.0,7.0,10.0,8.0,8.0,20.0,20.0,20.0,15.0,5.0,20.0,6.0,3.0,4.0,2.0,4.0,2.0,3.0,2
3623,3.0,254,284.0,11,0,0,8.0,7.0,10.0,8.0,8.0,25.0,20.0,25.0,20.0,10.0,0.0,6.0,3.0,5.0,3.0,3.0,3.0,4.0,2
3625,3.0,254,286.0,11,0,0,8.0,7.0,10.0,8.0,8.0,10.0,15.0,25.0,15.0,15.0,20.0,5.0,5.0,7.0,3.0,5.0,3.0,3.0,2
3627,3.0,254,288.0,11,0,0,8.0,7.0,10.0,8.0,8.0,20.0,20.0,15.0,25.0,10.0,10.0,5.0,9.0,8.0,6.0,8.0,2.0,3.0,2
3629,3.0,254,290.0,11,0,0,8.0,7.0,10.0,8.0,8.0,30.0,10.0,30.0,10.0,5.0,15.0,8.0,3.0,3.0,2.0,3.0,2.0,3.0,2
3643,4.0,255,283.0,11,0,0,6.0,8.0,7.0,6.0,6.0,50.0,10.0,10.0,10.0,10.0,10.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,2
3647,4.0,255,287.0,11,0,0,6.0,8.0,7.0,6.0,6.0,35.0,40.0,5.0,5.0,7.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2
3649,4.0,255,289.0,11,0,0,6.0,8.0,7.0,6.0,6.0,20.0,30.0,10.0,20.0,0.0,20.0,6.0,7.0,7.0,7.0,6.0,5.0,6.0,2
3651,4.0,255,291.0,11,0,0,6.0,8.0,7.0,6.0,6.0,20.0,20.0,15.0,15.0,12.0,18.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,2
3664,5.0,256,283.0,11,0,0,6.0,9.0,8.0,6.0,6.0,50.0,10.0,10.0,10.0,10.0,10.0,5.0,7.0,6.0,4.0,5.0,4.0,5.0,2
3668,5.0,256,287.0,11,0,0,6.0,9.0,8.0,6.0,6.0,35.0,40.0,5.0,5.0,7.0,8.0,7.0,4.0,5.0,3.0,5.0,4.0,3.0,2
3670,5.0,256,289.0,11,0,1,6.0,9.0,8.0,6.0,6.0,20.0,30.0,10.0,20.0,0.0,20.0,7.0,7.0,6.0,7.0,5.0,3.0,7.0,2
3672,5.0,256,291.0,11,0,0,6.0,9.0,8.0,6.0,6.0,20.0,20.0,15.0,15.0,12.0,18.0,5.0,6.0,7.0,4.0,6.0,6.0,5.0,2
3675,6.0,257,273.0,11,0,0,7.0,9.0,9.0,7.0,10.0,30.0,25.0,18.0,18.0,4.0,5.0,5.0,7.0,8.0,6.0,8.0,0.0,3.0,2
3677,6.0,257,275.0,11,0,0,7.0,9.0,9.0,7.0,10.0,25.0,10.0,25.0,5.0,10.0,25.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,2
3678,6.0,257,276.0,11,0,0,7.0,9.0,9.0,7.0,10.0,24.0,16.0,28.0,14.0,8.0,10.0,3.0,5.0,6.0,6.0,6.0,2.0,6.0,2
3679,6.0,257,277.0,11,0,0,7.0,9.0,9.0,7.0,10.0,60.0,20.0,0.0,20.0,0.0,0.0,5.0,6.0,6.0,6.0,6.0,7.0,6.0,2
3680,6.0,257,278.0,11,0,0,7.0,9.0,9.0,7.0,10.0,25.0,15.0,20.0,25.0,10.0,5.0,2.0,7.0,8.0,5.0,8.0,0.0,3.0,2
3681,6.0,257,279.0,11,0,0,7.0,9.0,9.0,7.0,10.0,27.0,15.0,28.0,10.0,10.0,10.0,6.0,6.0,7.0,7.0,7.0,8.0,6.0,2
3682,6.0,257,280.0,11,0,0,7.0,9.0,9.0,7.0,10.0,25.0,20.0,30.0,15.0,5.0,5.0,3.0,4.0,6.0,5.0,5.0,6.0,3.0,2
3683,6.0,257,281.0,11,0,0,7.0,9.0,9.0,7.0,10.0,20.0,20.0,20.0,15.0,5.0,20.0,3.0,5.0,6.0,4.0,6.0,7.0,3.0,2
3686,6.0,257,284.0,11,0,0,7.0,9.0,9.0,7.0,10.0,25.0,20.0,25.0,20.0,10.0,0.0,6.0,7.0,8.0,8.0,7.0,8.0,7.0,2
3688,6.0,257,286.0,11,0,0,7.0,9.0,9.0,7.0,10.0,10.0,15.0,25.0,15.0,15.0,20.0,3.0,5.0,6.0,5.0,7.0,6.0,3.0,2
3690,6.0,257,288.0,11,0,0,7.0,9.0,9.0,7.0,10.0,20.0,20.0,15.0,25.0,10.0,10.0,4.0,5.0,6.0,6.0,7.0,5.0,4.0,2
3692,6.0,257,290.0,11,0,0,7.0,9.0,9.0,7.0,10.0,30.0,10.0,30.0,10.0,5.0,15.0,7.0,8.0,8.0,7.0,7.0,6.0,6.0,2
3708,7.0,258,285.0,11,0,0,6.0,10.0,9.0,8.0,5.0,20.0,20.0,25.0,25.0,5.0,5.0,4.0,10.0,10.0,3.0,3.0,2.0,5.0,2
3717,8.0,259,273.0,11,0,0,7.0,9.0,8.0,8.0,9.0,30.0,25.0,18.0,18.0,4.0,5.0,7.0,8.0,9.0,6.0,7.0,4.0,7.0,2
3719,8.0,259,275.0,11,0,0,7.0,9.0,8.0,8.0,9.0,25.0,10.0,25.0,5.0,10.0,25.0,7.0,8.0,8.0,5.0,8.0,4.0,5.0,2
3720,8.0,259,276.0,11,0,0,7.0,9.0,8.0,8.0,9.0,24.0,16.0,28.0,14.0,8.0,10.0,7.0,2.0,8.0,8.0,5.0,7.0,8.0,2
3721,8.0,259,277.0,11,0,1,7.0,9.0,8.0,8.0,9.0,60.0,20.0,0.0,20.0,0.0,0.0,7.0,3.0,10.0,10.0,7.0,7.0,8.0,2
3722,8.0,259,278.0,11,0,0,7.0,9.0,8.0,8.0,9.0,25.0,15.0,20.0,25.0,10.0,5.0,7.0,7.0,8.0,6.0,5.0,6.0,7.0,2
3723,8.0,259,279.0,11,0,0,7.0,9.0,8.0,8.0,9.0,27.0,15.0,28.0,10.0,10.0,10.0,5.0,1.0,8.0,4.0,5.0,2.0,5.0,2
3724,8.0,259,280.0,11,0,0,7.0,9.0,8.0,8.0,9.0,25.0,20.0,30.0,15.0,5.0,5.0,5.0,7.0,8.0,5.0,5.0,2.0,5.0,2
3725,8.0,259,281.0,11,0,0,7.0,9.0,8.0,8.0,9.0,20.0,20.0,20.0,15.0,5.0,20.0,7.0,8.0,8.0,5.0,7.0,6.0,7.0,2
3730,8.0,259,286.0,11,0,0,7.0,9.0,8.0,8.0,9.0,10.0,15.0,25.0,15.0,15.0,20.0,6.0,8.0,8.0,4.0,8.0,3.0,6.0,2
3732,8.0,259,288.0,11,0,0,7.0,9.0,8.0,8.0,9.0,20.0,20.0,15.0,25.0,10.0,10.0,7.0,7.0,7.0,6.0,6.0,4.0,7.0,2
3734,8.0,259,290.0,11,0,0,7.0,9.0,8.0,8.0,9.0,30.0,10.0,30.0,10.0,5.0,15.0,7.0,7.0,9.0,7.0,4.0,4.0,7.0,2
3752,9.0,260,287.0,11,0,0,6.0,9.0,9.0,7.0,6.0,35.0,40.0,5.0,5.0,7.0,8.0,5.0,6.0,6.0,7.0,10.0,5.0,6.0,2
3756,9.0,260,291.0,11,0,1,6.0,9.0,9.0,7.0,6.0,20.0,20.0,15.0,15.0,12.0,18.0,6.0,7.0,9.0,7.0,10.0,7.0,7.0,2
3769,10.0,261,283.0,11,0,0,5.0,8.0,7.0,7.0,8.0,50.0,10.0,10.0,10.0,10.0,10.0,3.0,6.0,7.0,5.0,7.0,4.0,7.0,2
3773,10.0,261,287.0,11,0,0,5.0,8.0,7.0,7.0,8.0,35.0,40.0,5.0,5.0,7.0,8.0,6.0,4.0,6.0,5.0,6.0,4.0,3.0,2
3775,10.0,261,289.0,11,0,0,5.0,8.0,7.0,7.0,8.0,20.0,30.0,10.0,20.0,0.0,20.0,6.0,7.0,7.0,9.0,8.0,6.0,8.0,2
3777,10.0,261,291.0,11,0,1,5.0,8.0,7.0,7.0,8.0,20.0,20.0,15.0,15.0,12.0,18.0,4.0,8.0,8.0,7.0,8.0,6.0,7.0,2
3780,11.0,262,273.0,11,0,0,6.0,10.0,9.0,5.0,3.0,30.0,25.0,18.0,18.0,4.0,5.0,9.0,9.0,9.0,9.0,8.0,7.0,8.0,2
3782,11.0,262,275.0,11,0,0,6.0,10.0,9.0,5.0,3.0,25.0,10.0,25.0,5.0,10.0,25.0,6.0,8.0,8.0,5.0,8.0,5.0,5.0,2
3783,11.0,262,276.0,11,0,0,6.0,10.0,9.0,5.0,3.0,24.0,16.0,28.0,14.0,8.0,10.0,7.0,7.0,8.0,8.0,7.0,6.0,7.0,2
3784,11.0,262,277.0,11,0,0,6.0,10.0,9.0,5.0,3.0,60.0,20.0,0.0,20.0,0.0,0.0,8.0,7.0,8.0,7.0,6.0,7.0,8.0,2
3785,11.0,262,278.0,11,0,0,6.0,10.0,9.0,5.0,3.0,25.0,15.0,20.0,25.0,10.0,5.0,6.0,8.0,8.0,8.0,8.0,3.0,7.0,2
3786,11.0,262,279.0,11,0,0,6.0,10.0,9.0,5.0,3.0,27.0,15.0,28.0,10.0,10.0,10.0,7.0,7.0,8.0,7.0,6.0,4.0,7.0,2
3787,11.0,262,280.0,11,0,0,6.0,10.0,9.0,5.0,3.0,25.0,20.0,30.0,15.0,5.0,5.0,6.0,9.0,9.0,7.0,6.0,6.0,7.0,2
3788,11.0,262,281.0,11,0,0,6.0,10.0,9.0,5.0,3.0,20.0,20.0,20.0,15.0,5.0,20.0,6.0,7.0,8.0,7.0,6.0,7.0,7.0,2
3791,11.0,262,284.0,11,0,0,6.0,10.0,9.0,5.0,3.0,25.0,20.0,25.0,20.0,10.0,0.0,8.0,8.0,8.0,6.0,7.0,6.0,7.0,2
3793,11.0,262,286.0,11,0,0,6.0,10.0,9.0,5.0,3.0,10.0,15.0,25.0,15.0,15.0,20.0,7.0,9.0,8.0,7.0,6.0,5.0,8.0,2
3795,11.0,262,288.0,11,0,0,6.0,10.0,9.0,5.0,3.0,20.0,20.0,15.0,25.0,10.0,10.0,9.0,8.0,7.0,8.0,6.0,6.0,7.0,2
3797,11.0,262,290.0,11,0,0,6.0,10.0,9.0,5.0,3.0,30.0,10.0,30.0,10.0,5.0,15.0,6.0,6.0,7.0,6.0,7.0,5.0,6.0,2
3810,12.0,263,282.0,11,0,1,8.0,8.0,8.0,8.0,5.0,25.0,15.0,20.0,20.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,2
3820,12.0,263,292.0,11,0,1,8.0,8.0,8.0,8.0,5.0,20.0,18.0,20.0,17.0,10.0,15.0,10.0,8.0,9.0,10.0,10.0,7.0,9.0,2
3822,13.0,264,273.0,11,0,0,8.0,7.0,9.0,8.0,5.0,30.0,25.0,18.0,18.0,4.0,5.0,3.0,6.0,6.0,5.0,6.0,3.0,2.0,2
3824,13.0,264,275.0,11,0,0,8.0,7.0,9.0,8.0,5.0,25.0,10.0,25.0,5.0,10.0,25.0,5.0,6.0,7.0,5.0,8.0,5.0,5.0,2
3825,13.0,264,276.0,11,0,0,8.0,7.0,9.0,8.0,5.0,24.0,16.0,28.0,14.0,8.0,10.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,2
3826,13.0,264,277.0,11,0,0,8.0,7.0,9.0,8.0,5.0,60.0,20.0,0.0,20.0,0.0,0.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,2
3827,13.0,264,278.0,11,0,0,8.0,7.0,9.0,8.0,5.0,25.0,15.0,20.0,25.0,10.0,5.0,3.0,6.0,7.0,7.0,7.0,3.0,6.0,2
3828,13.0,264,279.0,11,0,1,8.0,7.0,9.0,8.0,5.0,27.0,15.0,28.0,10.0,10.0,10.0,7.0,8.0,8.0,8.0,7.0,5.0,7.0,2
3829,13.0,264,280.0,11,0,1,8.0,7.0,9.0,8.0,5.0,25.0,20.0,30.0,15.0,5.0,5.0,5.0,7.0,8.0,7.0,5.0,6.0,6.0,2
3830,13.0,264,281.0,11,0,0,8.0,7.0,9.0,8.0,5.0,20.0,20.0,20.0,15.0,5.0,20.0,4.0,4.0,6.0,3.0,6.0,5.0,3.0,2
3833,13.0,264,284.0,11,0,0,8.0,7.0,9.0,8.0,5.0,25.0,20.0,25.0,20.0,10.0,0.0,7.0,8.0,8.0,6.0,6.0,5.0,6.0,2
3835,13.0,264,286.0,11,0,0,8.0,7.0,9.0,8.0,5.0,10.0,15.0,25.0,15.0,15.0,20.0,4.0,7.0,7.0,7.0,5.0,5.0,5.0,2
3837,13.0,264,288.0,11,0,0,8.0,7.0,9.0,8.0,5.0,20.0,20.0,15.0,25.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,6.0,7.0,2
3839,13.0,264,290.0,11,0,0,8.0,7.0,9.0,8.0,5.0,30.0,10.0,30.0,10.0,5.0,15.0,5.0,6.0,7.0,7.0,7.0,5.0,6.0,2
3843,14.0,265,273.0,11,0,0,7.0,9.0,10.0,7.0,10.0,30.0,25.0,18.0,18.0,4.0,5.0,6.0,6.0,6.0,4.0,4.0,9.0,6.0,2
3845,14.0,265,275.0,11,0,0,7.0,9.0,10.0,7.0,10.0,25.0,10.0,25.0,5.0,10.0,25.0,8.0,6.0,10.0,5.0,6.0,8.0,6.0,2
3846,14.0,265,276.0,11,0,0,7.0,9.0,10.0,7.0,10.0,24.0,16.0,28.0,14.0,8.0,10.0,6.0,5.0,8.0,4.0,6.0,8.0,8.0,2
