,id,iid,pid,wave,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr,sinc,intel,fun,amb,shar,like,condtn,round,int_corr,age_o,age,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,group
1240,13.0,88,110.0,4,0,0,9.0,9.0,9.0,9.0,9.0,20.0,20.0,15.0,15.0,5.0,25.0,4.0,10.0,10.0,10.0,10.0,8.0,7.0,2,18,0.52,28.0,23.0,15.0,15.0,20.0,15.0,20.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,15.0,15.0,20.0,15.0,20.0,15.0,7.0,8.0,8.0,8.0,8.0,1
1243,14.0,89,95.0,4,0,0,8.0,9.0,9.0,8.0,10.0,18.0,18.0,18.0,19.0,13.0,14.0,6.0,9.0,8.0,7.0,7.0,6.0,6.0,2,18,-0.31,26.0,27.0,25.0,15.0,20.0,20.0,20.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,10.0,10.0,20.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,1
1245,14.0,89,97.0,4,0,0,8.0,9.0,9.0,8.0,10.0,50.0,7.0,20.0,23.0,0.0,0.0,7.0,9.0,9.0,8.0,9.0,5.0,2.0,2,18,-0.29,29.0,27.0,25.0,15.0,20.0,20.0,20.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,10.0,10.0,20.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,1
1246,14.0,89,98.0,4,0,0,8.0,9.0,9.0,8.0,10.0,40.0,20.0,15.0,20.0,0.0,5.0,6.0,9.0,7.0,6.0,7.0,5.0,5.0,2,18,0.0,39.0,27.0,25.0,15.0,20.0,20.0,20.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,10.0,10.0,20.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,1
1247,14.0,89,99.0,4,0,1,8.0,9.0,9.0,8.0,10.0,30.0,30.0,20.0,10.0,10.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2,18,0.64,28.0,27.0,25.0,15.0,20.0,20.0,20.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,10.0,10.0,20.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,1
1250,14.0,89,102.0,4,0,0,8.0,9.0,9.0,8.0,10.0,30.0,10.0,30.0,20.0,10.0,0.0,6.0,10.0,9.0,6.0,7.0,5.0,5.0,2,18,-0.35,32.0,27.0,25.0,15.0,20.0,20.0,20.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,10.0,10.0,20.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,1
1251,14.0,89,103.0,4,0,0,8.0,9.0,9.0,8.0,10.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,9.0,8.0,7.0,8.0,5.0,8.0,2,18,-0.19,26.0,27.0,25.0,15.0,20.0,20.0,20.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,10.0,10.0,20.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,1
1252,14.0,89,104.0,4,0,1,8.0,9.0,9.0,8.0,10.0,20.0,15.0,25.0,15.0,20.0,5.0,9.0,9.0,9.0,8.0,8.0,7.0,9.0,2,18,0.56,27.0,27.0,25.0,15.0,20.0,20.0,20.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,10.0,10.0,20.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,1
1255,14.0,89,107.0,4,0,0,8.0,9.0,9.0,8.0,10.0,19.0,24.0,21.0,23.0,5.0,8.0,9.0,9.0,10.0,10.0,7.0,6.0,8.0,2,18,0.58,21.0,27.0,25.0,15.0,20.0,20.0,20.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,10.0,10.0,20.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,1
1256,14.0,89,108.0,4,0,0,8.0,9.0,9.0,8.0,10.0,10.0,20.0,35.0,20.0,0.0,15.0,9.0,9.0,8.0,10.0,8.0,7.0,8.0,2,18,0.39,24.0,27.0,25.0,15.0,20.0,20.0,20.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,10.0,10.0,20.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,1
1258,14.0,89,110.0,4,0,0,8.0,9.0,9.0,8.0,10.0,20.0,20.0,15.0,15.0,5.0,25.0,7.0,10.0,10.0,10.0,7.0,6.0,8.0,2,18,0.36,28.0,27.0,25.0,15.0,20.0,20.0,20.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,10.0,10.0,20.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,1
1260,15.0,90,94.0,4,0,0,5.0,8.0,7.0,5.0,5.0,20.0,20.0,20.0,10.0,10.0,20.0,0.0,5.0,5.0,0.0,9.0,0.0,2.0,2,18,0.37,28.0,23.0,15.0,21.0,18.0,18.0,10.0,18.0,25.0,10.0,10.0,15.0,10.0,10.0,10.0,25.0,15.0,15.0,10.0,25.0,7.0,8.0,8.0,8.0,8.0,1
1267,15.0,90,101.0,4,0,0,5.0,8.0,7.0,5.0,5.0,40.0,8.0,10.0,12.0,10.0,20.0,4.0,8.0,8.0,4.0,5.0,4.0,4.0,2,18,0.08,22.0,23.0,15.0,21.0,18.0,18.0,10.0,18.0,25.0,10.0,10.0,15.0,10.0,10.0,10.0,25.0,15.0,15.0,10.0,25.0,7.0,8.0,8.0,8.0,8.0,1
1275,15.0,90,109.0,4,0,1,5.0,8.0,7.0,5.0,5.0,15.0,10.0,30.0,10.0,5.0,30.0,6.0,7.0,7.0,5.0,6.0,7.0,7.0,2,18,0.4,25.0,23.0,15.0,21.0,18.0,18.0,10.0,18.0,25.0,10.0,10.0,15.0,10.0,10.0,10.0,25.0,15.0,15.0,10.0,25.0,7.0,8.0,8.0,8.0,8.0,1
1277,15.0,90,111.0,4,0,0,5.0,8.0,7.0,5.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,6.0,9.0,7.0,6.0,6.0,8.0,5.0,2,18,0.74,27.0,23.0,15.0,21.0,18.0,18.0,10.0,18.0,25.0,10.0,10.0,15.0,10.0,10.0,10.0,25.0,15.0,15.0,10.0,25.0,7.0,8.0,8.0,8.0,8.0,1
1284,16.0,91,100.0,4,0,0,6.0,7.0,9.0,7.0,8.0,20.0,25.0,25.0,15.0,5.0,10.0,6.0,7.0,8.0,7.0,7.0,6.0,6.0,2,18,0.43,30.0,25.0,15.0,3.0,50.0,20.0,2.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,65.0,0.0,8.0,20.0,2.0,5.0,7.0,8.0,8.0,8.0,8.0,1
1297,17.0,92,95.0,4,0,0,9.0,10.0,9.0,9.0,9.0,18.0,18.0,18.0,19.0,13.0,14.0,4.0,8.0,9.0,4.0,8.0,3.0,4.0,2,18,-0.23,26.0,29.0,10.0,20.0,20.0,20.0,20.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1299,17.0,92,97.0,4,0,1,9.0,10.0,9.0,9.0,9.0,50.0,7.0,20.0,23.0,0.0,0.0,10.0,10.0,10.0,8.0,9.0,10.0,9.0,2,18,0.17,29.0,29.0,10.0,20.0,20.0,20.0,20.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1300,17.0,92,98.0,4,0,1,9.0,10.0,9.0,9.0,9.0,40.0,20.0,15.0,20.0,0.0,5.0,8.0,7.0,8.0,3.0,8.0,6.0,7.0,2,18,0.41,39.0,29.0,10.0,20.0,20.0,20.0,20.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1301,17.0,92,99.0,4,0,1,9.0,10.0,9.0,9.0,9.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,9.0,10.0,9.0,9.0,9.0,2,18,0.59,28.0,29.0,10.0,20.0,20.0,20.0,20.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1304,17.0,92,102.0,4,0,0,9.0,10.0,9.0,9.0,9.0,30.0,10.0,30.0,20.0,10.0,0.0,4.0,8.0,9.0,7.0,8.0,6.0,7.0,2,18,0.12,32.0,29.0,10.0,20.0,20.0,20.0,20.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1305,17.0,92,103.0,4,0,0,9.0,10.0,9.0,9.0,9.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,7.0,8.0,5.0,8.0,5.0,5.0,2,18,0.2,26.0,29.0,10.0,20.0,20.0,20.0,20.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1306,17.0,92,104.0,4,0,0,9.0,10.0,9.0,9.0,9.0,20.0,15.0,25.0,15.0,20.0,5.0,8.0,8.0,8.0,7.0,8.0,7.0,6.0,2,18,0.8,27.0,29.0,10.0,20.0,20.0,20.0,20.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1309,17.0,92,107.0,4,0,1,9.0,10.0,9.0,9.0,9.0,19.0,24.0,21.0,23.0,5.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,8.0,2,18,0.8,21.0,29.0,10.0,20.0,20.0,20.0,20.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1310,17.0,92,108.0,4,0,0,9.0,10.0,9.0,9.0,9.0,10.0,20.0,35.0,20.0,0.0,15.0,8.0,9.0,10.0,9.0,8.0,9.0,8.0,2,18,0.72,24.0,29.0,10.0,20.0,20.0,20.0,20.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1312,17.0,92,110.0,4,0,1,9.0,10.0,9.0,9.0,9.0,20.0,20.0,15.0,15.0,5.0,25.0,6.0,9.0,9.0,8.0,8.0,5.0,7.0,2,18,0.75,28.0,29.0,10.0,20.0,20.0,20.0,20.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1315,18.0,93,95.0,4,0,1,8.0,8.0,8.0,8.0,7.0,18.0,18.0,18.0,19.0,13.0,14.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,2,18,-0.57,26.0,29.0,14.0,20.0,18.0,24.0,18.0,6.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,15.0,20.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1317,18.0,93,97.0,4,0,1,8.0,8.0,8.0,8.0,7.0,50.0,7.0,20.0,23.0,0.0,0.0,8.0,7.0,8.0,8.0,7.0,6.0,8.0,2,18,-0.37,29.0,29.0,14.0,20.0,18.0,24.0,18.0,6.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,15.0,20.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1318,18.0,93,98.0,4,0,0,8.0,8.0,8.0,8.0,7.0,40.0,20.0,15.0,20.0,0.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,2,18,-0.16,39.0,29.0,14.0,20.0,18.0,24.0,18.0,6.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,15.0,20.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1319,18.0,93,99.0,4,0,0,8.0,8.0,8.0,8.0,7.0,30.0,30.0,20.0,10.0,10.0,0.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,2,18,0.37,28.0,29.0,14.0,20.0,18.0,24.0,18.0,6.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,15.0,20.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1322,18.0,93,102.0,4,0,0,8.0,8.0,8.0,8.0,7.0,30.0,10.0,30.0,20.0,10.0,0.0,6.0,7.0,7.0,6.0,7.0,6.0,6.5,2,18,-0.15,32.0,29.0,14.0,20.0,18.0,24.0,18.0,6.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,15.0,20.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1323,18.0,93,103.0,4,0,0,8.0,8.0,8.0,8.0,7.0,40.0,5.0,20.0,10.0,10.0,15.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2,18,-0.06,26.0,29.0,14.0,20.0,18.0,24.0,18.0,6.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,15.0,20.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1324,18.0,93,104.0,4,0,1,8.0,8.0,8.0,8.0,7.0,20.0,15.0,25.0,15.0,20.0,5.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,2,18,0.45,27.0,29.0,14.0,20.0,18.0,24.0,18.0,6.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,15.0,20.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1327,18.0,93,107.0,4,0,0,8.0,8.0,8.0,8.0,7.0,19.0,24.0,21.0,23.0,5.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,2,18,0.23,21.0,29.0,14.0,20.0,18.0,24.0,18.0,6.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,15.0,20.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1328,18.0,93,108.0,4,0,0,8.0,8.0,8.0,8.0,7.0,10.0,20.0,35.0,20.0,0.0,15.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,2,18,0.09,24.0,29.0,14.0,20.0,18.0,24.0,18.0,6.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,15.0,20.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1330,18.0,93,110.0,4,0,0,8.0,8.0,8.0,8.0,7.0,20.0,20.0,15.0,15.0,5.0,25.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,2,18,0.31,28.0,29.0,14.0,20.0,18.0,24.0,18.0,6.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,15.0,20.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1335,1.0,94,79.0,4,1,0,6.0,9.0,9.0,9.0,7.0,10.0,20.0,15.0,20.0,20.0,15.0,7.0,7.0,8.0,8.0,6.0,9.0,8.0,2,18,0.27,26.0,28.0,20.0,20.0,20.0,10.0,10.0,20.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,0.0,30.0,20.0,0.0,0.0,7.0,8.0,8.0,8.0,8.0,1
1336,1.0,94,80.0,4,1,0,6.0,9.0,9.0,9.0,7.0,10.0,20.0,20.0,10.0,20.0,20.0,6.0,7.0,7.0,7.0,7.0,5.0,5.0,2,18,0.61,27.0,28.0,20.0,20.0,20.0,10.0,10.0,20.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,0.0,30.0,20.0,0.0,0.0,7.0,8.0,8.0,8.0,8.0,1
1346,1.0,94,90.0,4,1,0,6.0,9.0,9.0,9.0,7.0,15.0,21.0,18.0,18.0,10.0,18.0,5.0,6.0,9.0,3.0,3.0,3.0,3.0,2,18,0.37,23.0,28.0,20.0,20.0,20.0,10.0,10.0,20.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,0.0,30.0,20.0,0.0,0.0,7.0,8.0,8.0,8.0,8.0,1
1350,2.0,95,76.0,4,1,0,7.0,9.0,10.0,8.0,7.0,10.0,10.0,30.0,20.0,10.0,20.0,6.0,6.0,7.0,8.0,4.0,6.0,5.0,2,18,-0.18,34.0,26.0,18.0,18.0,18.0,19.0,13.0,14.0,25.0,10.0,10.0,15.0,10.0,10.0,16.0,15.0,19.0,23.0,14.0,13.0,7.0,8.0,8.0,8.0,8.0,1
1351,2.0,95,77.0,4,1,0,7.0,9.0,10.0,8.0,7.0,15.0,20.0,20.0,20.0,15.0,10.0,4.0,6.0,5.0,6.0,5.0,5.0,4.0,2,18,-0.2,22.0,26.0,18.0,18.0,18.0,19.0,13.0,14.0,25.0,10.0,10.0,15.0,10.0,10.0,16.0,15.0,19.0,23.0,14.0,13.0,7.0,8.0,8.0,8.0,8.0,1
1355,2.0,95,81.0,4,1,0,7.0,9.0,10.0,8.0,7.0,10.0,10.0,20.0,20.0,20.0,20.0,6.0,6.0,6.0,8.0,6.0,7.0,6.0,2,18,-0.21,28.0,26.0,18.0,18.0,18.0,19.0,13.0,14.0,25.0,10.0,10.0,15.0,10.0,10.0,16.0,15.0,19.0,23.0,14.0,13.0,7.0,8.0,8.0,8.0,8.0,1
1359,2.0,95,85.0,4,1,0,7.0,9.0,10.0,8.0,7.0,20.0,25.0,15.0,15.0,15.0,10.0,5.0,7.0,6.0,6.0,5.0,6.0,5.0,2,18,-0.37,30.0,26.0,18.0,18.0,18.0,19.0,13.0,14.0,25.0,10.0,10.0,15.0,10.0,10.0,16.0,15.0,19.0,23.0,14.0,13.0,7.0,8.0,8.0,8.0,8.0,1
1360,2.0,95,86.0,4,1,0,7.0,9.0,10.0,8.0,7.0,15.0,20.0,20.0,20.0,5.0,20.0,8.0,8.0,8.0,9.0,6.0,9.0,9.0,2,18,0.3,22.0,26.0,18.0,18.0,18.0,19.0,13.0,14.0,25.0,10.0,10.0,15.0,10.0,10.0,16.0,15.0,19.0,23.0,14.0,13.0,7.0,8.0,8.0,8.0,8.0,1
1361,2.0,95,87.0,4,1,0,7.0,9.0,10.0,8.0,7.0,15.0,15.0,20.0,15.0,15.0,20.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,2,18,0.21,23.0,26.0,18.0,18.0,18.0,19.0,13.0,14.0,25.0,10.0,10.0,15.0,10.0,10.0,16.0,15.0,19.0,23.0,14.0,13.0,7.0,8.0,8.0,8.0,8.0,1
1362,2.0,95,88.0,4,1,0,7.0,9.0,10.0,8.0,7.0,15.0,15.0,20.0,15.0,20.0,15.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,2,18,0.3,23.0,26.0,18.0,18.0,18.0,19.0,13.0,14.0,25.0,10.0,10.0,15.0,10.0,10.0,16.0,15.0,19.0,23.0,14.0,13.0,7.0,8.0,8.0,8.0,8.0,1
1363,2.0,95,89.0,4,1,0,7.0,9.0,10.0,8.0,7.0,25.0,15.0,20.0,20.0,20.0,0.0,3.0,5.0,6.0,4.0,6.0,3.0,2.0,2,18,-0.31,27.0,26.0,18.0,18.0,18.0,19.0,13.0,14.0,25.0,10.0,10.0,15.0,10.0,10.0,16.0,15.0,19.0,23.0,14.0,13.0,7.0,8.0,8.0,8.0,8.0,1
1366,2.0,95,92.0,4,1,0,7.0,9.0,10.0,8.0,7.0,10.0,20.0,20.0,20.0,20.0,10.0,6.0,6.0,7.0,7.0,4.0,5.0,6.0,2,18,-0.23,29.0,26.0,18.0,18.0,18.0,19.0,13.0,14.0,25.0,10.0,10.0,15.0,10.0,10.0,16.0,15.0,19.0,23.0,14.0,13.0,7.0,8.0,8.0,8.0,8.0,1
1367,2.0,95,93.0,4,1,1,7.0,9.0,10.0,8.0,7.0,14.0,20.0,18.0,24.0,18.0,6.0,5.0,7.0,7.0,8.0,5.0,6.0,6.0,2,18,-0.57,29.0,26.0,18.0,18.0,18.0,19.0,13.0,14.0,25.0,10.0,10.0,15.0,10.0,10.0,16.0,15.0,19.0,23.0,14.0,13.0,7.0,8.0,8.0,8.0,8.0,1
1370,3.0,96,78.0,4,1,0,7.0,9.0,9.0,9.0,9.0,10.0,25.0,20.0,10.0,20.0,15.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,18,0.55,23.0,26.0,10.0,20.0,20.0,22.0,6.0,22.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,25.0,15.0,20.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1375,3.0,96,83.0,4,1,0,7.0,9.0,9.0,9.0,9.0,10.0,32.0,20.0,12.0,11.0,15.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,2,18,0.32,35.0,26.0,10.0,20.0,20.0,22.0,6.0,22.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,25.0,15.0,20.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1376,3.0,96,84.0,4,1,0,7.0,9.0,9.0,9.0,9.0,30.0,30.0,30.0,5.0,0.0,5.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,2,18,0.44,32.0,26.0,10.0,20.0,20.0,22.0,6.0,22.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,25.0,15.0,20.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1386,4.0,97,76.0,4,1,0,7.0,5.0,6.0,7.0,6.0,10.0,10.0,30.0,20.0,10.0,20.0,4.0,6.0,7.0,7.0,7.0,7.0,4.0,2,18,0.08,34.0,29.0,50.0,7.0,20.0,23.0,0.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,10.0,12.0,8.0,30.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1387,4.0,97,77.0,4,1,1,7.0,5.0,6.0,7.0,6.0,15.0,20.0,20.0,20.0,15.0,10.0,6.0,9.0,9.0,9.0,6.0,6.0,6.0,2,18,-0.05,22.0,29.0,50.0,7.0,20.0,23.0,0.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,10.0,12.0,8.0,30.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1391,4.0,97,81.0,4,1,0,7.0,5.0,6.0,7.0,6.0,10.0,10.0,20.0,20.0,20.0,20.0,7.0,7.0,8.0,7.0,8.0,7.0,6.0,2,18,-0.04,28.0,29.0,50.0,7.0,20.0,23.0,0.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,10.0,12.0,8.0,30.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1395,4.0,97,85.0,4,1,0,7.0,5.0,6.0,7.0,6.0,20.0,25.0,15.0,15.0,15.0,10.0,6.0,6.0,6.0,5.0,7.0,4.0,5.0,2,18,0.01,30.0,29.0,50.0,7.0,20.0,23.0,0.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,10.0,12.0,8.0,30.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1396,4.0,97,86.0,4,1,1,7.0,5.0,6.0,7.0,6.0,15.0,20.0,20.0,20.0,5.0,20.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,2,18,-0.07,22.0,29.0,50.0,7.0,20.0,23.0,0.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,10.0,12.0,8.0,30.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1397,4.0,97,87.0,4,1,0,7.0,5.0,6.0,7.0,6.0,15.0,15.0,20.0,15.0,15.0,20.0,8.0,8.0,7.0,7.0,6.0,5.0,7.0,2,18,0.55,23.0,29.0,50.0,7.0,20.0,23.0,0.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,10.0,12.0,8.0,30.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1398,4.0,97,88.0,4,1,0,7.0,5.0,6.0,7.0,6.0,15.0,15.0,20.0,15.0,20.0,15.0,6.0,7.0,6.0,5.0,7.0,6.0,5.0,2,18,0.53,23.0,29.0,50.0,7.0,20.0,23.0,0.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,10.0,12.0,8.0,30.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1399,4.0,97,89.0,4,1,0,7.0,5.0,6.0,7.0,6.0,25.0,15.0,20.0,20.0,20.0,0.0,8.0,8.0,7.0,7.0,7.0,5.0,7.0,2,18,-0.29,27.0,29.0,50.0,7.0,20.0,23.0,0.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,10.0,12.0,8.0,30.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1402,4.0,97,92.0,4,1,1,7.0,5.0,6.0,7.0,6.0,10.0,20.0,20.0,20.0,20.0,10.0,8.0,7.0,8.0,6.0,8.0,9.0,6.0,2,18,0.17,29.0,29.0,50.0,7.0,20.0,23.0,0.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,10.0,12.0,8.0,30.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1403,4.0,97,93.0,4,1,1,7.0,5.0,6.0,7.0,6.0,14.0,20.0,18.0,24.0,18.0,6.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,2,18,-0.37,29.0,29.0,50.0,7.0,20.0,23.0,0.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,10.0,12.0,8.0,30.0,10.0,7.0,8.0,8.0,8.0,8.0,1
1404,5.0,98,76.0,4,1,0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,30.0,20.0,10.0,20.0,10.0,10.0,10.0,7.0,7.0,6.0,10.0,2,18,0.24,34.0,39.0,40.0,20.0,15.0,20.0,0.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,14.0,14.0,14.0,14.0,14.0,7.0,8.0,8.0,8.0,8.0,1
1405,5.0,98,77.0,4,1,1,8.0,8.0,8.0,8.0,8.0,15.0,20.0,20.0,20.0,15.0,10.0,10.0,10.0,10.0,7.0,7.0,6.0,10.0,2,18,0.16,22.0,39.0,40.0,20.0,15.0,20.0,0.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,14.0,14.0,14.0,14.0,14.0,7.0,8.0,8.0,8.0,8.0,1
1409,5.0,98,81.0,4,1,0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,7.0,7.0,6.0,10.0,2,18,0.22,28.0,39.0,40.0,20.0,15.0,20.0,0.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,14.0,14.0,14.0,14.0,14.0,7.0,8.0,8.0,8.0,8.0,1
1413,5.0,98,85.0,4,1,0,8.0,8.0,8.0,8.0,8.0,20.0,25.0,15.0,15.0,15.0,10.0,10.0,10.0,10.0,7.0,7.0,6.0,10.0,2,18,0.07,30.0,39.0,40.0,20.0,15.0,20.0,0.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,14.0,14.0,14.0,14.0,14.0,7.0,8.0,8.0,8.0,8.0,1
1414,5.0,98,86.0,4,1,0,8.0,8.0,8.0,8.0,8.0,15.0,20.0,20.0,20.0,5.0,20.0,10.0,10.0,10.0,10.0,7.0,10.0,10.0,2,18,0.13,22.0,39.0,40.0,20.0,15.0,20.0,0.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,14.0,14.0,14.0,14.0,14.0,7.0,8.0,8.0,8.0,8.0,1
1415,5.0,98,87.0,4,1,0,8.0,8.0,8.0,8.0,8.0,15.0,15.0,20.0,15.0,15.0,20.0,10.0,10.0,10.0,7.0,7.0,10.0,10.0,2,18,0.67,23.0,39.0,40.0,20.0,15.0,20.0,0.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,14.0,14.0,14.0,14.0,14.0,7.0,8.0,8.0,8.0,8.0,1
